original_index,image_url,method,augmented_text,category_2,category_3,selling_price
2,https://rukminim1.flixcart.com/image/612/612/xif0q/suitcase/8/w/l/77-jfk-trolley-bag-19500est1red-set-of-3-dust-resistant-2500-day-original-imagh4epfrugckkh.jpeg?q=70,keyword_drop,Body 3 Luggage 19500EST1RED Eco Luggage bag / Travel bag 2500 Warranty - Red,Accessories,Luggage and Travel ,11500.0
3,https://rukminim1.flixcart.com/image/612/612/kxuqdu80/bangle-bracelet-armlet/e/i/8/free-0-na-1-new-super-design-fancy-adjustable-muslim-arabic-original-imaga7vdayhuzd9n.jpeg?q=70,description_snippet,"M Men Style Alloy, Stainless Steel Sterling Silver Bracelet",Accessories,Jewellery ,175.0
3,https://rukminim1.flixcart.com/image/612/612/kxuqdu80/bangle-bracelet-armlet/e/i/8/free-0-na-1-new-super-design-fancy-adjustable-muslim-arabic-original-imaga7vdayhuzd9n.jpeg?q=70,price_context,budget Men Style Alloy Stainless Steel Sterling under ₹175,Accessories,Jewellery ,175.0
3,https://rukminim1.flixcart.com/image/612/612/kxuqdu80/bangle-bracelet-armlet/e/i/8/free-0-na-1-new-super-design-fancy-adjustable-muslim-arabic-original-imaga7vdayhuzd9n.jpeg?q=70,category_prefix,"Accessories > Jewellery: M Men Style Alloy, Stainless Steel Sterling Silver Bracelet",Accessories,Jewellery ,175.0
3,https://rukminim1.flixcart.com/image/612/612/kxuqdu80/bangle-bracelet-armlet/e/i/8/free-0-na-1-new-super-design-fancy-adjustable-muslim-arabic-original-imaga7vdayhuzd9n.jpeg?q=70,keyword_drop,"Alloy, Stainless Steel Sterling Silver Bracelet",Accessories,Jewellery ,175.0
4,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,description_snippet,"KWINE CASE Crystal clear Black Personality cover is designed to provide slim protection for your mobile, the crystal cover measures only a few millimeters in",Mobile Accessories,Mobile Cases,295.0
4,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,price_context,affordable KWINE CASE Back Cover Redmi Redmi under ₹295,Mobile Accessories,Mobile Cases,295.0
4,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,highlights_fusion,KWINE CASE Back Cover Redmi Mobile Material: Plastic Theme: No Theme Type: Back Cover,Mobile Accessories,Mobile Cases,295.0
4,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,category_prefix,"Mobile Accessories > Mobile Cases: KWINE CASE Back Cover for Mi Redmi 9A, Redmi 9i, Mi Redmi 9A Sport, Redmi 9i Sport",Mobile Accessories,Mobile Cases,295.0
4,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,keyword_drop,"CASE Cover 9A, Redmi 9i, Redmi 9A Sport, Redmi 9i Sport",Mobile Accessories,Mobile Cases,295.0
4,https://rukminim1.flixcart.com/image/612/612/kfwvcsw0/cases-covers/back-cover/s/b/f/kwine-case-rdmi-9i-pnthr-03-original-imafw9vwteugchah.jpeg?q=70,title_clean,"KWINE CASE Back Cover for Mi Redmi 9A, Redmi 9i, Mi Redmi 9A Sport, Redmi 9i Sport",Mobile Accessories,Mobile Cases,295.0
5,https://rukminim1.flixcart.com/image/612/612/j7xngy80/bp-monitor/r/x/m/diamond-original-mercurial-regular-original-imaew8u68hjfhtzv.jpeg?q=70,description_snippet,Check your patients’ blood pressure with perfection and ease with the use of this BP monitor from Diamond. Cuffs That Cover All Arm Circumferences Not,Health Care Appliances,Bp Monitors,2975.0
5,https://rukminim1.flixcart.com/image/612/612/j7xngy80/bp-monitor/r/x/m/diamond-original-mercurial-regular-original-imaew8u68hjfhtzv.jpeg?q=70,price_context,premium DIAMOND Original Mercurial Regular Monitor under ₹2975,Health Care Appliances,Bp Monitors,2975.0
5,https://rukminim1.flixcart.com/image/612/612/j7xngy80/bp-monitor/r/x/m/diamond-original-mercurial-regular-original-imaew8u68hjfhtzv.jpeg?q=70,highlights_fusion,DIAMOND Original Mercurial Regular Monitor Upper ArmBP Monitor Device Manual,Health Care Appliances,Bp Monitors,2975.0
5,https://rukminim1.flixcart.com/image/612/612/j7xngy80/bp-monitor/r/x/m/diamond-original-mercurial-regular-original-imaew8u68hjfhtzv.jpeg?q=70,category_prefix,Health Care Appliances > Bp Monitors: DIAMOND Original Mercurial Regular Bp Monitor,Health Care Appliances,Bp Monitors,2975.0
5,https://rukminim1.flixcart.com/image/612/612/j7xngy80/bp-monitor/r/x/m/diamond-original-mercurial-regular-original-imaew8u68hjfhtzv.jpeg?q=70,keyword_drop,DIAMOND Original Regular Monitor,Health Care Appliances,Bp Monitors,2975.0
5,https://rukminim1.flixcart.com/image/612/612/j7xngy80/bp-monitor/r/x/m/diamond-original-mercurial-regular-original-imaew8u68hjfhtzv.jpeg?q=70,title_clean,DIAMOND Original Mercurial Regular Bp Monitor,Health Care Appliances,Bp Monitors,2975.0
6,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/w/4/u/-original-imagg8ggtqab5g7h.jpeg?q=70,description_snippet,The boAt Wave Beat is the perfect companion for your fitness transformation and is here to make life easy. Your Wave Beat will remove all,Smart Wearable Tech,Smart Watches,1499.0
6,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/w/4/u/-original-imagg8ggtqab5g7h.jpeg?q=70,price_context,mid-range boAt Wave beat 69Inch display complete under ₹1499,Smart Wearable Tech,Smart Watches,1499.0
6,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/w/4/u/-original-imagg8ggtqab5g7h.jpeg?q=70,highlights_fusion,boAt Wave beat 69Inch display Upto 7 days,Smart Wearable Tech,Smart Watches,1499.0
6,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/w/4/u/-original-imagg8ggtqab5g7h.jpeg?q=70,category_prefix,Smart Wearable Tech > Smart Watches: boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,Smart Wearable Tech,Smart Watches,1499.0
6,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/w/4/u/-original-imagg8ggtqab5g7h.jpeg?q=70,keyword_drop,boAt beat 1.69Inch display monitoring Smartwatch,Smart Wearable Tech,Smart Watches,1499.0
6,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/w/4/u/-original-imagg8ggtqab5g7h.jpeg?q=70,title_clean,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,Smart Wearable Tech,Smart Watches,1499.0
7,https://rukminim1.flixcart.com/image/612/612/krxtrww0/trimmer/d/k/8/0-5-10-mm-bt3101-25-stainless-steel-cordless-philips-original-imag5m46fezgy6rx.jpeg?q=70,description_snippet,PHILIPS BT3101/25 Trimmer 45 min Runtime 10 Length Settings,Personal Care Appliances,Trimmers ,1199.0
7,https://rukminim1.flixcart.com/image/612/612/krxtrww0/trimmer/d/k/8/0-5-10-mm-bt3101-25-stainless-steel-cordless-philips-original-imag5m46fezgy6rx.jpeg?q=70,price_context,mid-range PHILIPS BT3101 Trimmer min Runtime Length under ₹1199,Personal Care Appliances,Trimmers ,1199.0
7,https://rukminim1.flixcart.com/image/612/612/krxtrww0/trimmer/d/k/8/0-5-10-mm-bt3101-25-stainless-steel-cordless-philips-original-imag5m46fezgy6rx.jpeg?q=70,highlights_fusion,PHILIPS BT3101 Trimmer min Runtime Stainless Steel Trimming Range: 0.5 - 10 mm 45 min battery run time 10 length settings Gender: Men For Beard & Moustache,Personal Care Appliances,Trimmers ,1199.0
7,https://rukminim1.flixcart.com/image/612/612/krxtrww0/trimmer/d/k/8/0-5-10-mm-bt3101-25-stainless-steel-cordless-philips-original-imag5m46fezgy6rx.jpeg?q=70,category_prefix,Personal Care Appliances > Trimmers: PHILIPS BT3101/25 Trimmer 45 min Runtime 10 Length Settings,Personal Care Appliances,Trimmers ,1199.0
7,https://rukminim1.flixcart.com/image/612/612/krxtrww0/trimmer/d/k/8/0-5-10-mm-bt3101-25-stainless-steel-cordless-philips-original-imag5m46fezgy6rx.jpeg?q=70,keyword_drop,PHILIPS BT3101/25 min Runtime Length Settings,Personal Care Appliances,Trimmers ,1199.0
8,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/f/k/r/-original-imaghyn7wdfnkfza.jpeg?q=70,description_snippet,"With the amazing features of the alt OG smartwatch, show off your sense of style and personality. The magnificent 4.29 cm (1.69) TFT LCD Display",Smart Wearable Tech,Smart Watches,1299.0
8,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/f/k/r/-original-imaghyn7wdfnkfza.jpeg?q=70,price_context,mid-range alt Bluetooth Calling Display Voice Assistant under ₹1299,Smart Wearable Tech,Smart Watches,1299.0
8,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/f/k/r/-original-imaghyn7wdfnkfza.jpeg?q=70,highlights_fusion,alt Bluetooth Calling Display Voice 1.69 TFT LCD screen (240*280 px) Bluetooth calling (built-in microphone & speakers recent calls dial pad contacts) AI Voice Assistant Built-in Games 200+ cloud-based & customisable watch faces Health tracking with AltFit app (SpO2 stress monitor sleep tracker 24*7 HRM & BP monitor) 230mAh battery (7 days of use 2 days with calling & 25 days on standby) Utility/productivity features (Stopwatch alarm timer reminder smart DND weather quick replies find my phone camera/music controls breathe AI voice assistant) 4 colour options & metallic finish- Lunar Black Berry Blue Misty Grey Upto 7 days,Smart Wearable Tech,Smart Watches,1299.0
8,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/f/k/r/-original-imaghyn7wdfnkfza.jpeg?q=70,category_prefix,"Smart Wearable Tech > Smart Watches: alt OG Bluetooth Calling, 1.69"" HD Display with AI Voice Assistant, Built-in Games Smartwatch",Smart Wearable Tech,Smart Watches,1299.0
8,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/f/k/r/-original-imaghyn7wdfnkfza.jpeg?q=70,keyword_drop,"alt OG 1.69"" HD AI Voice Built-in",Smart Wearable Tech,Smart Watches,1299.0
8,https://rukminim1.flixcart.com/image/612/612/xif0q/smartwatch/f/k/r/-original-imaghyn7wdfnkfza.jpeg?q=70,title_clean,"alt OG Bluetooth Calling, 1.69"" HD Display with AI Voice Assistant, Built-in Games Smartwatch",Smart Wearable Tech,Smart Watches,1299.0
9,https://rukminim1.flixcart.com/image/612/612/klzhq4w0/weighing-scale/k/i/p/digital-weighing-scale-rx-1004-rexburg-original-imagyzdbzcs2ywqz.jpeg?q=70,description_snippet,"A healthy diet is an essential part of everyday life. This is a professional scale designed for the kitchen, mailroom, or even your workshop. It",Health Care Appliances,Weighing Scale,495.0
9,https://rukminim1.flixcart.com/image/612/612/klzhq4w0/weighing-scale/k/i/p/digital-weighing-scale-rx-1004-rexburg-original-imagyzdbzcs2ywqz.jpeg?q=70,price_context,affordable REXBURG Digital Weighing Scale Weighing Scale under ₹495,Health Care Appliances,Weighing Scale,495.0
9,https://rukminim1.flixcart.com/image/612/612/klzhq4w0/weighing-scale/k/i/p/digital-weighing-scale-rx-1004-rexburg-original-imagyzdbzcs2ywqz.jpeg?q=70,highlights_fusion,REXBURG Digital Weighing Scale Weighing kg Plastic Maximum Weighing Capacity: 10 kg Tare Function,Health Care Appliances,Weighing Scale,495.0
9,https://rukminim1.flixcart.com/image/612/612/klzhq4w0/weighing-scale/k/i/p/digital-weighing-scale-rx-1004-rexburg-original-imagyzdbzcs2ywqz.jpeg?q=70,category_prefix,Health Care Appliances > Weighing Scale: REXBURG Digital Weighing Scale Weighing Scale,Health Care Appliances,Weighing Scale,495.0
9,https://rukminim1.flixcart.com/image/612/612/klzhq4w0/weighing-scale/k/i/p/digital-weighing-scale-rx-1004-rexburg-original-imagyzdbzcs2ywqz.jpeg?q=70,keyword_drop,REXBURG Weighing Scale Weighing Scale,Health Care Appliances,Weighing Scale,495.0
9,https://rukminim1.flixcart.com/image/612/612/klzhq4w0/weighing-scale/k/i/p/digital-weighing-scale-rx-1004-rexburg-original-imagyzdbzcs2ywqz.jpeg?q=70,title_clean,REXBURG Digital Weighing Scale Weighing Scale,Health Care Appliances,Weighing Scale,495.0
10,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,description_snippet,This cable comes with charging & Data sync function for smartphones.This cable is unique interms of design and multi-use and is positioned to provide the,Mobile Accessories,Mobile Cables,183.0
10,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,price_context,budget Portronics USB Type Cable POR 1081 under ₹183,Mobile Accessories,Mobile Cables,183.0
10,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,highlights_fusion,Portronics USB Type Cable POR USB Type A Type-C Cable Cable Speed: 480 Mbps Computer Mobile,Mobile Accessories,Mobile Cables,183.0
10,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,category_prefix,"Mobile Accessories > Mobile Cables: Portronics USB Type C Cable 1.2 m POR-1081 Konnect L (Compatible with All Phones With Type C port, Grey, One Cable)",Mobile Accessories,Mobile Cables,183.0
10,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,keyword_drop,USB Type C Cable m Konnect (Compatible All Phones Type C One Cable),Mobile Accessories,Mobile Cables,183.0
10,https://rukminim1.flixcart.com/image/612/612/kv8fbm80/data-cable/usb-type-c-cable/o/r/7/por-1081-konnect-l-portronics-original-imag86jfqfauktyw.jpeg?q=70,title_clean,"Portronics USB Type C Cable 1.2 m POR-1081 Konnect L (Compatible with All Phones With Type C port, Grey, One Cable)",Mobile Accessories,Mobile Cables,183.0
11,https://rukminim1.flixcart.com/image/612/612/kzhbfrk0/trimmer/3/t/j/0-5-21-mm-hair-clippers-trimmer-electric-cordless-cutting-original-imagbhgevtah4tf8.jpeg?q=70,description_snippet,"Compact size, portable, easy to carry on trip. Washable knife head, small knife teeth. Features constant speed technology; won't drag or stall through heavy and",Personal Care Appliances,Grooming Kits ,899.0
11,https://rukminim1.flixcart.com/image/612/612/kzhbfrk0/trimmer/3/t/j/0-5-21-mm-hair-clippers-trimmer-electric-cordless-cutting-original-imagbhgevtah4tf8.jpeg?q=70,price_context,mid-range Care Hair Clippers Trimmer Electric Cordless under ₹899,Personal Care Appliances,Grooming Kits ,899.0
11,https://rukminim1.flixcart.com/image/612/612/kzhbfrk0/trimmer/3/t/j/0-5-21-mm-hair-clippers-trimmer-electric-cordless-cutting-original-imagbhgevtah4tf8.jpeg?q=70,highlights_fusion,Care Hair Clippers Trimmer Electric Stainless Steel Trimming Range: 1 - 4 mm 120 min battery run time 2 length settings Gender: Men For Beard & Moustache,Personal Care Appliances,Grooming Kits ,899.0
11,https://rukminim1.flixcart.com/image/612/612/kzhbfrk0/trimmer/3/t/j/0-5-21-mm-hair-clippers-trimmer-electric-cordless-cutting-original-imagbhgevtah4tf8.jpeg?q=70,category_prefix,Personal Care Appliances > Grooming Kits: Care 4 Hair Clippers Trimmer Electric Cordless Cutting Digital Hair Trimmer Grooming Kit 120 min Runtime 2 Length Settings,Personal Care Appliances,Grooming Kits ,899.0
11,https://rukminim1.flixcart.com/image/612/612/kzhbfrk0/trimmer/3/t/j/0-5-21-mm-hair-clippers-trimmer-electric-cordless-cutting-original-imagbhgevtah4tf8.jpeg?q=70,keyword_drop,Care Hair Clippers Trimmer Electric Cordless Cutting Digital Hair Trimmer Grooming Kit 120 min Settings,Personal Care Appliances,Grooming Kits ,899.0
11,https://rukminim1.flixcart.com/image/612/612/kzhbfrk0/trimmer/3/t/j/0-5-21-mm-hair-clippers-trimmer-electric-cordless-cutting-original-imagbhgevtah4tf8.jpeg?q=70,title_clean,Care 4 Hair Clippers Trimmer Electric Cordless Cutting Digital Hair Trimmer Grooming Kit 120 min Runtime 2 Length Settings,Personal Care Appliances,Grooming Kits ,899.0
12,https://rukminim1.flixcart.com/image/612/612/l2p23rk0/battery-charger/g/w/o/lc010-fast-charger-2-4a-mobile-charger-power-charger-wall-original-imagdzcgt9sknbkh.jpeg?q=70,description_snippet,"Callmate 12 W 2.4 A Mobile LC010 Fast Charger 2.4A Mobile Charger, Power Charger, Wall Charger, Android Smartphone Charger, Battery Charger, Hi Speed Travel Charger with 1m Micro USB Charging Cable -Black Charger with Detachable Cable",Mobile Accessories,Mobile Chargers,249.0
12,https://rukminim1.flixcart.com/image/612/612/l2p23rk0/battery-charger/g/w/o/lc010-fast-charger-2-4a-mobile-charger-power-charger-wall-original-imagdzcgt9sknbkh.jpeg?q=70,price_context,affordable Callmate Mobile LC010 Fast Charger Mobile under ₹249,Mobile Accessories,Mobile Chargers,249.0
12,https://rukminim1.flixcart.com/image/612/612/l2p23rk0/battery-charger/g/w/o/lc010-fast-charger-2-4a-mobile-charger-power-charger-wall-original-imagdzcgt9sknbkh.jpeg?q=70,highlights_fusion,Callmate Mobile LC010 Fast Charger Mobile Universal Voltage Output Current : 2.4 A,Mobile Accessories,Mobile Chargers,249.0
12,https://rukminim1.flixcart.com/image/612/612/l2p23rk0/battery-charger/g/w/o/lc010-fast-charger-2-4a-mobile-charger-power-charger-wall-original-imagdzcgt9sknbkh.jpeg?q=70,category_prefix,"Mobile Accessories > Mobile Chargers: Callmate 12 W 2.4 A Mobile LC010 Fast Charger 2.4A Mobile Charger, Power Charger, Wall Charger, Android Smartphone Charger, Battery Charger, Hi Speed Travel Charger with 1m Micro USB Charging Cable -Black Charger with Detachable Cable",Mobile Accessories,Mobile Chargers,249.0
12,https://rukminim1.flixcart.com/image/612/612/l2p23rk0/battery-charger/g/w/o/lc010-fast-charger-2-4a-mobile-charger-power-charger-wall-original-imagdzcgt9sknbkh.jpeg?q=70,keyword_drop,"Callmate 12 W 2.4 Mobile LC010 Fast Charger Mobile Charger, Wall Charger, Smartphone Charger, Charger, Charger 1m Micro Cable",Mobile Accessories,Mobile Chargers,249.0
13,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,description_snippet,Original CEDO products are sold by JAIDEV MAL & SONS only. No other seller can provide you original products of CEDO. Full body protection protects,Mobile Accessories,Mobile Cases,189.0
13,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,price_context,budget CEDO XPRO Back Cover Redmi Prime under ₹189,Mobile Accessories,Mobile Cases,189.0
13,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,highlights_fusion,CEDO XPRO Back Cover Redmi Mobile Material: Silicon Theme: No Theme Type: Back Cover,Mobile Accessories,Mobile Cases,189.0
13,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,category_prefix,"Mobile Accessories > Mobile Cases: CEDO XPRO Back Cover for Redmi 9 Prime (Blue, Dual Protection, Silicon, Pack of: 1)",Mobile Accessories,Mobile Cases,189.0
13,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,keyword_drop,"XPRO Back Cover Redmi Prime (Blue, Dual Protection, Pack 1)",Mobile Accessories,Mobile Cases,189.0
13,https://rukminim1.flixcart.com/image/612/612/xif0q/cases-covers/back-cover/9/h/x/candyxiomredmi9primeblu-cedo-xpro-original-imaghxdarhagkeyj.jpeg?q=70,title_clean,"CEDO XPRO Back Cover for Redmi 9 Prime (Blue, Dual Protection, Silicon, Pack of: 1)",Mobile Accessories,Mobile Cases,189.0
14,https://rukminim1.flixcart.com/image/612/612/k6v2ykw0/smart-glass/u/s/d/bt18-bluetooth-sunglasses-kexmon-original-imafp7jgrjfx8kvg.jpeg?q=70,description_snippet,"Smart Sunglasses Sports Sunglasses with Handsfree Headset with Bluetooth Connectivity Headphone Polarized Lenses Compatible with All Smartphones - MP3G001BT This Product Adopt Imported Lenses, With",Smart Wearable Tech,Smart Glasses (VR),598.0
14,https://rukminim1.flixcart.com/image/612/612/k6v2ykw0/smart-glass/u/s/d/bt18-bluetooth-sunglasses-kexmon-original-imafp7jgrjfx8kvg.jpeg?q=70,price_context,mid-range Kexmon Bluetooth Sunglasses under ₹598,Smart Wearable Tech,Smart Glasses (VR),598.0
14,https://rukminim1.flixcart.com/image/612/612/k6v2ykw0/smart-glass/u/s/d/bt18-bluetooth-sunglasses-kexmon-original-imafp7jgrjfx8kvg.jpeg?q=70,highlights_fusion,Kexmon Bluetooth Sunglasses,Smart Wearable Tech,Smart Glasses (VR),598.0
14,https://rukminim1.flixcart.com/image/612/612/k6v2ykw0/smart-glass/u/s/d/bt18-bluetooth-sunglasses-kexmon-original-imafp7jgrjfx8kvg.jpeg?q=70,category_prefix,Smart Wearable Tech > Smart Glasses (VR): Kexmon Bluetooth Sunglasses,Smart Wearable Tech,Smart Glasses (VR),598.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/d/j/t/55-na-am038c155-admyra-original-imaggx4k5xkx3h6z.jpeg?q=70,description_snippet,Admyra Full Rim Square Frame For Men,Accessories,Frames ,1486.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/d/j/t/55-na-am038c155-admyra-original-imaggx4k5xkx3h6z.jpeg?q=70,price_context,mid-range Admyra Full Rim Square Frame Men under ₹1486,Accessories,Frames ,1486.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/d/j/t/55-na-am038c155-admyra-original-imaggx4k5xkx3h6z.jpeg?q=70,category_prefix,Accessories > Frames: Admyra Full Rim Square Frame For Men,Accessories,Frames ,1486.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/d/j/t/55-na-am038c155-admyra-original-imaggx4k5xkx3h6z.jpeg?q=70,keyword_drop,Admyra Full Square Frame Men,Accessories,Frames ,1486.0
16,https://rukminim1.flixcart.com/image/612/612/l432ikw0/screen-guard/edge-to-edge-tempered-glass/z/t/u/blkgls-moto-g82-5g-21-tespark-original-imagf22wweksdu92.jpeg?q=70,description_snippet,"CASELINE Tempered Glass Straight Edge Screen Protector Guard For Your Device, Brand New And Good Quality. Excellent Defensive Performance And Super High Transparency. Special Tempered",Mobile Accessories,Screenguards,229.0
