original_index,image_url,method,augmented_text,category_2,category_3,selling_price
4,https://rukminim1.flixcart.com/image/612/612/jgo0ccw0/lens/8/g/f/sony-sel2470gm-original-imaf4us5w63ent6z.jpeg?q=70,highlights_fusion,SONY SEL2470GM Lens E-mount Designed For: ILCE-7M2K ILCE-7M3 (All Variant) ILCE-7M4 (All Variant) ILCE-7C (All Variant) ILCE-7RM3A ILCE-7RM4A ILCE-7SM3 ILCE-1 24 - 70 mm Lens Type: Standard Zoom Lens,Camera Accessories,Lens,145290.0
4,https://rukminim1.flixcart.com/image/612/612/jgo0ccw0/lens/8/g/f/sony-sel2470gm-original-imaf4us5w63ent6z.jpeg?q=70,category_prefix,Camera Accessories > Lens: SONY SEL2470GM Lens,Camera Accessories,Lens,145290.0
5,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/mouse/n/t/e/zeb-power-zebronics-original-imag3m6zuzqpwmkh.jpeg?q=70,description_snippet,"Zeb Power mouse is designed to be used with a computer or laptop, making it easy to use and convenient, Enjoy smooth mouse movement and",Computer Accessories,Mouse,149.0
5,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/mouse/n/t/e/zeb-power-zebronics-original-imag3m6zuzqpwmkh.jpeg?q=70,price_context,budget ZEBRONICS Zeb Power Wired Optical Mouse under ₹149,Computer Accessories,Mouse,149.0
5,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/mouse/n/t/e/zeb-power-zebronics-original-imag3m6zuzqpwmkh.jpeg?q=70,highlights_fusion,ZEBRONICS Zeb Power Wired Optical USB 2.0 Optical Mouse,Computer Accessories,Mouse,149.0
5,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/mouse/n/t/e/zeb-power-zebronics-original-imag3m6zuzqpwmkh.jpeg?q=70,category_prefix,Computer Accessories > Mouse: ZEBRONICS Zeb-Power Wired Optical Mouse,Computer Accessories,Mouse,149.0
5,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/mouse/n/t/e/zeb-power-zebronics-original-imag3m6zuzqpwmkh.jpeg?q=70,keyword_drop,ZEBRONICS Zeb-Power Optical,Computer Accessories,Mouse,149.0
5,https://rukminim1.flixcart.com/image/612/612/kpcy5jk0/mouse/n/t/e/zeb-power-zebronics-original-imag3m6zuzqpwmkh.jpeg?q=70,title_clean,ZEBRONICS Zeb-Power Wired Optical Mouse,Computer Accessories,Mouse,149.0
6,https://rukminim1.flixcart.com/image/612/612/ksxjs7k0/lens/i/o/k/sel1635z-sony-original-imag6dc49da7cp7s.jpeg?q=70,description_snippet,SONY SEL1635Z Lens,Camera Accessories,Lens,78290.0
6,https://rukminim1.flixcart.com/image/612/612/ksxjs7k0/lens/i/o/k/sel1635z-sony-original-imag6dc49da7cp7s.jpeg?q=70,price_context,premium SONY SEL1635Z Lens under ₹78290,Camera Accessories,Lens,78290.0
6,https://rukminim1.flixcart.com/image/612/612/ksxjs7k0/lens/i/o/k/sel1635z-sony-original-imag6dc49da7cp7s.jpeg?q=70,highlights_fusion,SONY SEL1635Z Lens E-mount Designed For: ILCE-7M2K ILCE-7M3 (All Variant) ILCE-7M4 (All Variant) ILCE-7C (All Variant) ILCE-7RM3A ILCE-7RM4A ILCE-7SM3 ILCE-1 16 - 35 mm Lens Type: Wide-angle Zoom Lens,Camera Accessories,Lens,78290.0
6,https://rukminim1.flixcart.com/image/612/612/ksxjs7k0/lens/i/o/k/sel1635z-sony-original-imag6dc49da7cp7s.jpeg?q=70,category_prefix,Camera Accessories > Lens: SONY SEL1635Z Lens,Camera Accessories,Lens,78290.0
7,https://rukminim1.flixcart.com/image/612/612/l4ei1e80/lens/e/o/c/sel11f18-sony-original-imagfbausqzcuhfb.jpeg?q=70,description_snippet,SONY SEL11F18 Lens,Camera Accessories,Lens,43990.0
7,https://rukminim1.flixcart.com/image/612/612/l4ei1e80/lens/e/o/c/sel11f18-sony-original-imagfbausqzcuhfb.jpeg?q=70,price_context,premium SONY SEL11F18 Lens under ₹43990,Camera Accessories,Lens,43990.0
7,https://rukminim1.flixcart.com/image/612/612/l4ei1e80/lens/e/o/c/sel11f18-sony-original-imagfbausqzcuhfb.jpeg?q=70,highlights_fusion,SONY SEL11F18 Lens E-mount Designed For: ILCE-6100 (All Variant) ILCE-6400 (All Variant) ILCE-6600 (All Variant) 11 mm Lens Type: Wide-angle Prime Lens,Camera Accessories,Lens,43990.0
7,https://rukminim1.flixcart.com/image/612/612/l4ei1e80/lens/e/o/c/sel11f18-sony-original-imagfbausqzcuhfb.jpeg?q=70,category_prefix,Camera Accessories > Lens: SONY SEL11F18 Lens,Camera Accessories,Lens,43990.0
8,https://rukminim1.flixcart.com/image/612/612/jcw9ifk0/pendrive/type-a-to-lightning/g/t/y/sandisk-sddd3-32g-i46-original-imaeyfuax6fdgvdw.jpeg?q=70,description_snippet,SanDisk SDDD3-032G-I35GW 32 GB OTG Drive,Computer Accessories,Pendrives,449.0
8,https://rukminim1.flixcart.com/image/612/612/jcw9ifk0/pendrive/type-a-to-lightning/g/t/y/sandisk-sddd3-32g-i46-original-imaeyfuax6fdgvdw.jpeg?q=70,price_context,affordable SanDisk SDDD3 032G I35GW OTG Drive under ₹449,Computer Accessories,Pendrives,449.0
8,https://rukminim1.flixcart.com/image/612/612/jcw9ifk0/pendrive/type-a-to-lightning/g/t/y/sandisk-sddd3-32g-i46-original-imaeyfuax6fdgvdw.jpeg?q=70,highlights_fusion,SanDisk SDDD3 032G I35GW OTG USB 3.0 32 GB Plastic For Desktop Computer Mobile Tablet Gold,Computer Accessories,Pendrives,449.0
8,https://rukminim1.flixcart.com/image/612/612/jcw9ifk0/pendrive/type-a-to-lightning/g/t/y/sandisk-sddd3-32g-i46-original-imaeyfuax6fdgvdw.jpeg?q=70,category_prefix,Computer Accessories > Pendrives: SanDisk SDDD3-032G-I35GW 32 GB OTG Drive,Computer Accessories,Pendrives,449.0
8,https://rukminim1.flixcart.com/image/612/612/jcw9ifk0/pendrive/type-a-to-lightning/g/t/y/sandisk-sddd3-32g-i46-original-imaeyfuax6fdgvdw.jpeg?q=70,keyword_drop,SanDisk SDDD3-032G-I35GW OTG Drive,Computer Accessories,Pendrives,449.0
9,https://rukminim1.flixcart.com/image/612/612/jxapua80/router/q/j/d/tp-link-ac-wi-fi-range-extender-original-imafhsgz4fdh4udx.jpeg?q=70,description_snippet,Beat the woes of a cumbersome network by equipping your home with this dual-band Wi-Fi range extender from TP-Link. This device can be easily connected,Network Components,Routers,1889.0
9,https://rukminim1.flixcart.com/image/612/612/jxapua80/router/q/j/d/tp-link-ac-wi-fi-range-extender-original-imafhsgz4fdh4udx.jpeg?q=70,price_context,mid-range Link RE200 750 Mbps WiFi Range under ₹1889,Network Components,Routers,1889.0
9,https://rukminim1.flixcart.com/image/612/612/jxapua80/router/q/j/d/tp-link-ac-wi-fi-range-extender-original-imafhsgz4fdh4udx.jpeg?q=70,highlights_fusion,Link RE200 750 Mbps WiFi Range Extenders/Repeaters 750 Mbps Speed Frequency: 5 GHz Internal Antenna,Network Components,Routers,1889.0
9,https://rukminim1.flixcart.com/image/612/612/jxapua80/router/q/j/d/tp-link-ac-wi-fi-range-extender-original-imafhsgz4fdh4udx.jpeg?q=70,category_prefix,Network Components > Routers: TP-Link RE200 750 Mbps WiFi Range Extender,Network Components,Routers,1889.0
9,https://rukminim1.flixcart.com/image/612/612/jxapua80/router/q/j/d/tp-link-ac-wi-fi-range-extender-original-imafhsgz4fdh4udx.jpeg?q=70,keyword_drop,TP-Link 750 Mbps WiFi Range Extender,Network Components,Routers,1889.0
9,https://rukminim1.flixcart.com/image/612/612/jxapua80/router/q/j/d/tp-link-ac-wi-fi-range-extender-original-imafhsgz4fdh4udx.jpeg?q=70,title_clean,TP-Link RE200 750 Mbps WiFi Range Extender,Network Components,Routers,1889.0
10,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/t/p/g15-5511-gaming-laptop-dell-original-imagkb4qn4ex3dzt.jpeg?q=70,description_snippet,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop (15.6 inch, Specter Green With Speckles, 2.65 kg, With MS Office)",Laptops,Gaming Laptops,73490.0
10,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/t/p/g15-5511-gaming-laptop-dell-original-imagkb4qn4ex3dzt.jpeg?q=70,price_context,premium DELL Inspiron Core 11th Gen 512 under ₹73490,Laptops,Gaming Laptops,73490.0
10,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/t/p/g15-5511-gaming-laptop-dell-original-imagkb4qn4ex3dzt.jpeg?q=70,highlights_fusion,DELL Inspiron Core 11th Gen 15.6 inch Full HD WVA AG 250 nits 120 Hz Narrow Border Light Laptop without Optical Disk Drive Preloaded with MS Office,Laptops,Gaming Laptops,73490.0
10,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/t/p/g15-5511-gaming-laptop-dell-original-imagkb4qn4ex3dzt.jpeg?q=70,category_prefix,"Laptops > Gaming Laptops: DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop (15.6 inch, Specter Green With Speckles, 2.65 kg, With MS Office)",Laptops,Gaming Laptops,73490.0
10,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/t/p/g15-5511-gaming-laptop-dell-original-imagkb4qn4ex3dzt.jpeg?q=70,keyword_drop,"Inspiron Core i5 11th - GB/512 SSD/Windows 11 Home/4 GB Graphics/NVIDIA 3050) G15-5511 Laptop inch, Green Speckles, 2.65 kg,",Laptops,Gaming Laptops,73490.0
11,https://rukminim1.flixcart.com/image/612/612/k7f34i80/speaker/soundbar/4/q/z/zebronics-zeb-juke-bar-4000-original-imafpntgzjaygmtb.jpeg?q=70,description_snippet,Bring home the Zebronics Zeb-Juke Bar 4000 Bluetooth soundbar and enjoy a high-fidelity cinematic audio experience. The multi-driver soundbar and subwoofer perfectly balance the audio,Speakers,Soundbars,6499.0
11,https://rukminim1.flixcart.com/image/612/612/k7f34i80/speaker/soundbar/4/q/z/zebronics-zeb-juke-bar-4000-original-imafpntgzjaygmtb.jpeg?q=70,price_context,premium ZEBRONICS Juke bar 4000 Bluetooth Soundbar under ₹6499,Speakers,Soundbars,6499.0
11,https://rukminim1.flixcart.com/image/612/612/k7f34i80/speaker/soundbar/4/q/z/zebronics-zeb-juke-bar-4000-original-imafpntgzjaygmtb.jpeg?q=70,highlights_fusion,ZEBRONICS Juke bar 4000 Bluetooth 80 W Power Source: AC Adapter Wireless music streaming via Bluetooth,Speakers,Soundbars,6499.0
11,https://rukminim1.flixcart.com/image/612/612/k7f34i80/speaker/soundbar/4/q/z/zebronics-zeb-juke-bar-4000-original-imafpntgzjaygmtb.jpeg?q=70,category_prefix,Speakers > Soundbars: ZEBRONICS Juke bar 4000 80 W Bluetooth Soundbar,Speakers,Soundbars,6499.0
11,https://rukminim1.flixcart.com/image/612/612/k7f34i80/speaker/soundbar/4/q/z/zebronics-zeb-juke-bar-4000-original-imafpntgzjaygmtb.jpeg?q=70,keyword_drop,ZEBRONICS bar 4000 80 W Bluetooth Soundbar,Speakers,Soundbars,6499.0
11,https://rukminim1.flixcart.com/image/612/612/k7f34i80/speaker/soundbar/4/q/z/zebronics-zeb-juke-bar-4000-original-imafpntgzjaygmtb.jpeg?q=70,title_clean,ZEBRONICS Juke bar 4000 80 W Bluetooth Soundbar,Speakers,Soundbars,6499.0
12,https://rukminim1.flixcart.com/image/612/612/xif0q/speaker/soundbar/h/y/c/mt120-sb21-v1-motorola-original-imaggks7kjhfzsf2.jpeg?q=70,description_snippet,MOTOROLA AmphisoundX Atom with HDMI Arc 120 W Bluetooth Soundbar,Speakers,Soundbars,6499.0
12,https://rukminim1.flixcart.com/image/612/612/xif0q/speaker/soundbar/h/y/c/mt120-sb21-v1-motorola-original-imaggks7kjhfzsf2.jpeg?q=70,price_context,premium MOTOROLA AmphisoundX Atom HDMI Arc 120 under ₹6499,Speakers,Soundbars,6499.0
12,https://rukminim1.flixcart.com/image/612/612/xif0q/speaker/soundbar/h/y/c/mt120-sb21-v1-motorola-original-imaggks7kjhfzsf2.jpeg?q=70,highlights_fusion,MOTOROLA AmphisoundX Atom HDMI Arc 120 W Power Source: AC Power Bluetooth Version: 5 Wireless range: 15 m Wireless music streaming via Bluetooth,Speakers,Soundbars,6499.0
12,https://rukminim1.flixcart.com/image/612/612/xif0q/speaker/soundbar/h/y/c/mt120-sb21-v1-motorola-original-imaggks7kjhfzsf2.jpeg?q=70,category_prefix,Speakers > Soundbars: MOTOROLA AmphisoundX Atom with HDMI Arc 120 W Bluetooth Soundbar,Speakers,Soundbars,6499.0
12,https://rukminim1.flixcart.com/image/612/612/xif0q/speaker/soundbar/h/y/c/mt120-sb21-v1-motorola-original-imaggks7kjhfzsf2.jpeg?q=70,keyword_drop,MOTOROLA AmphisoundX Atom HDMI Arc 120 W Bluetooth,Speakers,Soundbars,6499.0
13,https://rukminim1.flixcart.com/image/612/612/k9bo9e80/speaker/mobile-tablet-speaker/y/x/u/best-buy-ultra-dj-sound-blast-with-super-deep-bass-wireless-original-imafr4j5hyxurnfg.jpeg?q=70,description_snippet,100% New collection mini handy speaker it is easy to carry and brings out the bass in your music. Its splash-proof features let you to,Speakers,Bluetooth Speakers,435.0
13,https://rukminim1.flixcart.com/image/612/612/k9bo9e80/speaker/mobile-tablet-speaker/y/x/u/best-buy-ultra-dj-sound-blast-with-super-deep-bass-wireless-original-imafr4j5hyxurnfg.jpeg?q=70,price_context,affordable FERONS 113 Ultra Dynamic Thunder Sound under ₹435,Speakers,Bluetooth Speakers,435.0
13,https://rukminim1.flixcart.com/image/612/612/k9bo9e80/speaker/mobile-tablet-speaker/y/x/u/best-buy-ultra-dj-sound-blast-with-super-deep-bass-wireless-original-imafr4j5hyxurnfg.jpeg?q=70,highlights_fusion,FERONS 113 Ultra Dynamic Thunder 9 W Power Source: BATTERY Battery life: 5 hr 1.5 hr Wireless music streaming via Bluetooth Memory Card Slot,Speakers,Bluetooth Speakers,435.0
13,https://rukminim1.flixcart.com/image/612/612/k9bo9e80/speaker/mobile-tablet-speaker/y/x/u/best-buy-ultra-dj-sound-blast-with-super-deep-bass-wireless-original-imafr4j5hyxurnfg.jpeg?q=70,category_prefix,Speakers > Bluetooth Speakers: F FERONS TG-113 Ultra 3D Dynamic Thunder Sound With High Bass Wireless Portable Speaker 9 W Bluetooth Speaker,Speakers,Bluetooth Speakers,435.0
13,https://rukminim1.flixcart.com/image/612/612/k9bo9e80/speaker/mobile-tablet-speaker/y/x/u/best-buy-ultra-dj-sound-blast-with-super-deep-bass-wireless-original-imafr4j5hyxurnfg.jpeg?q=70,keyword_drop,FERONS TG-113 Ultra 3D Thunder Sound High Bass Portable 9 W Bluetooth Speaker,Speakers,Bluetooth Speakers,435.0
13,https://rukminim1.flixcart.com/image/612/612/k9bo9e80/speaker/mobile-tablet-speaker/y/x/u/best-buy-ultra-dj-sound-blast-with-super-deep-bass-wireless-original-imafr4j5hyxurnfg.jpeg?q=70,title_clean,F FERONS TG-113 Ultra 3D Dynamic Thunder Sound With High Bass Wireless Portable Speaker 9 W Bluetooth Speaker,Speakers,Bluetooth Speakers,435.0
14,https://rukminim1.flixcart.com/image/312/312/ka8jdzk0/selector-box/z/x/d/rampotox-mxq-pro-4k-android-tv-box-with-2gb-ram-16gb-rom-64bit-original-imafruyp69uvewx8.jpeg?q=70,description_snippet,"THEFNX 4K Mini PC 2GB Ram 16 GB ROM with Android 10, Dual WiFi 2.4/5 GhZ H2.65 Decoding - Android v4.4 (KitKat), INTEL, H616 PROCESSOR, 4 GB DDR3, 32 GB NA Mini PC",Desktop PCs,Desktop PCs,2849.0
14,https://rukminim1.flixcart.com/image/312/312/ka8jdzk0/selector-box/z/x/d/rampotox-mxq-pro-4k-android-tv-box-with-2gb-ram-16gb-rom-64bit-original-imafruyp69uvewx8.jpeg?q=70,price_context,premium THEFNX Mini 2GB Ram ROM Android under ₹2849,Desktop PCs,Desktop PCs,2849.0
14,https://rukminim1.flixcart.com/image/312/312/ka8jdzk0/selector-box/z/x/d/rampotox-mxq-pro-4k-android-tv-box-with-2gb-ram-16gb-rom-64bit-original-imafruyp69uvewx8.jpeg?q=70,highlights_fusion,THEFNX Mini 2GB Ram ROM 32 GB 4 GB Wireless Network Connectivity HDMI Port,Desktop PCs,Desktop PCs,2849.0
14,https://rukminim1.flixcart.com/image/312/312/ka8jdzk0/selector-box/z/x/d/rampotox-mxq-pro-4k-android-tv-box-with-2gb-ram-16gb-rom-64bit-original-imafruyp69uvewx8.jpeg?q=70,category_prefix,"Desktop PCs > Desktop PCs: THEFNX 4K Mini PC 2GB Ram 16 GB ROM with Android 10, Dual WiFi 2.4/5 GhZ H2.65 Decoding - Android v4.4 (KitKat), INTEL, H616 PROCESSOR, 4 GB DDR3, 32 GB NA Mini PC",Desktop PCs,Desktop PCs,2849.0
14,https://rukminim1.flixcart.com/image/312/312/ka8jdzk0/selector-box/z/x/d/rampotox-mxq-pro-4k-android-tv-box-with-2gb-ram-16gb-rom-64bit-original-imafruyp69uvewx8.jpeg?q=70,keyword_drop,"THEFNX Mini 2GB Ram GB ROM Android 10, Dual GhZ Decoding Android v4.4 (KitKat), INTEL, H616 PROCESSOR, 4 32 GB PC",Desktop PCs,Desktop PCs,2849.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/laptop-skin-decal/g/k/y/full-body-laptop-skin-sticker-for-laptop-size-14-to-15-6-inch-c-original-imaghfwk9v7e9anh.jpeg?q=70,description_snippet,We make our stickers with great effort so that we can give the best design to the customer at a low price. Here laptop Skin,Computer Accessories,Laptop Skins and Decals,247.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/laptop-skin-decal/g/k/y/full-body-laptop-skin-sticker-for-laptop-size-14-to-15-6-inch-c-original-imaghfwk9v7e9anh.jpeg?q=70,price_context,affordable GlossyDesigns Full Body Laptop Skin Sticker under ₹247,Computer Accessories,Laptop Skins and Decals,247.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/laptop-skin-decal/g/k/y/full-body-laptop-skin-sticker-for-laptop-size-14-to-15-6-inch-c-original-imaghfwk9v7e9anh.jpeg?q=70,highlights_fusion,GlossyDesigns Full Body Laptop Skin Laptop Size 15.6 Customizable Size Material Premium Vinyl Theme Comics & Cartoons,Computer Accessories,Laptop Skins and Decals,247.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/laptop-skin-decal/g/k/y/full-body-laptop-skin-sticker-for-laptop-size-14-to-15-6-inch-c-original-imaghfwk9v7e9anh.jpeg?q=70,category_prefix,Computer Accessories > Laptop Skins and Decals: GlossyDesigns Full Body Laptop Skin Sticker For Laptop size 14 To 15.6 inch- C-6 Sticker Bomb Premium Vinyl Laptop Decal 15.6,Computer Accessories,Laptop Skins and Decals,247.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/laptop-skin-decal/g/k/y/full-body-laptop-skin-sticker-for-laptop-size-14-to-15-6-inch-c-original-imaghfwk9v7e9anh.jpeg?q=70,keyword_drop,GlossyDesigns Full Laptop Skin Sticker Laptop 14 15.6 inch- C-6 Sticker Premium Decal,Computer Accessories,Laptop Skins and Decals,247.0
15,https://rukminim1.flixcart.com/image/612/612/xif0q/laptop-skin-decal/g/k/y/full-body-laptop-skin-sticker-for-laptop-size-14-to-15-6-inch-c-original-imaghfwk9v7e9anh.jpeg?q=70,title_clean,GlossyDesigns Full Body Laptop Skin Sticker For Laptop size 14 To 15.6 inch- C-6 Sticker Bomb Premium Vinyl Laptop Decal 15.6,Computer Accessories,Laptop Skins and Decals,247.0
16,https://rukminim1.flixcart.com/image/612/612/xif0q/pendrive/pendrive/e/n/b/16-gb-metal-body-pen-drive-branko-original-imagkned7rdzkrjs.jpeg?q=70,description_snippet,Branko 16 GB Metal Body Pen Drive 16 GB Pen Drive,Computer Accessories,Pendrives,399.0
16,https://rukminim1.flixcart.com/image/612/612/xif0q/pendrive/pendrive/e/n/b/16-gb-metal-body-pen-drive-branko-original-imagkned7rdzkrjs.jpeg?q=70,price_context,affordable Branko Metal Body Pen Drive Pen under ₹399,Computer Accessories,Pendrives,399.0
