original_index,image_url,method,augmented_text,category_2,category_3,selling_price
2003,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/b/a/i/-original-imagjmgm79hsyzfq.jpeg?q=70,highlights_fusion,PEDIGREE Adult Meat Rice Dry Meat Dry Suitable For: Adult Shelf Life: 12 Months,Pet Supplies,Dogs ,288.0
2003,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/b/a/i/-original-imagjmgm79hsyzfq.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Adult Meat, Rice 1.2 kg Dry Adult Dog Food",Pet Supplies,Dogs ,288.0
2003,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/b/a/i/-original-imagjmgm79hsyzfq.jpeg?q=70,keyword_drop,"PEDIGREE Adult Meat, 1.2 Adult",Pet Supplies,Dogs ,288.0
2003,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/b/a/i/-original-imagjmgm79hsyzfq.jpeg?q=70,title_clean,"PEDIGREE Adult Meat, Rice 1.2 kg Dry Adult Dog Food",Pet Supplies,Dogs ,288.0
2004,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,description_snippet,"Active Adult Dry Dog Food is a complete and balanced nutrient-rich food, which enhances the physical performance of your pet. It is enriched with essential",Pet Supplies,Dogs ,781.0
2004,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,price_context,mid-range Active Buy Get Free Adult Chicken under ₹781,Pet Supplies,Dogs ,781.0
2004,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,highlights_fusion,Active Buy Get Free Adult Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 24 Months Pack of: 2,Pet Supplies,Dogs ,781.0
2004,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,category_prefix,Pet Supplies > Dogs: Active (Buy 1 Get 1 Free) Adult Chicken and Vegetables Vegetable 6 kg (2x3 kg) Dry Adult Dog Food,Pet Supplies,Dogs ,781.0
2004,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,keyword_drop,Active 1 Get Adult Chicken Vegetables Vegetable kg (2x3 kg) Dry Dog Food,Pet Supplies,Dogs ,781.0
2004,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,title_clean,Active (Buy 1 Get 1 Free) Adult Chicken and Vegetables Vegetable 6 kg (2x3 kg) Dry Adult Dog Food,Pet Supplies,Dogs ,781.0
2005,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,description_snippet,"With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination",Pet Supplies,Dogs ,646.0
2005,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,price_context,mid-range PEDIGREE Puppy Milk Chicken Dry New under ₹646,Pet Supplies,Dogs ,646.0
2005,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,highlights_fusion,PEDIGREE Puppy Milk Chicken Dry Milk Dry Suitable For: New Born Shelf Life: 12 Months,Pet Supplies,Dogs ,646.0
2005,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Puppy Milk, Chicken 3 kg Dry New Born Dog Food",Pet Supplies,Dogs ,646.0
2005,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,keyword_drop,"PEDIGREE Puppy Milk, Chicken kg Dry New Born Dog Food",Pet Supplies,Dogs ,646.0
2005,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,title_clean,"PEDIGREE Puppy Milk, Chicken 3 kg Dry New Born Dog Food",Pet Supplies,Dogs ,646.0
2006,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,description_snippet,Are you looking for a new high-quality rope dog toys suitable for both indoor & outdoor games with dog? Maybe you want to train your,Pet Supplies,Dogs ,299.0
2006,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,price_context,affordable YOUHAVEDEAL Toys Puppies Small Dogs Toys under ₹299,Pet Supplies,Dogs ,299.0
2006,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,highlights_fusion,YOUHAVEDEAL Toys Puppies Small Dogs Chew Exercise 6 Material: Cotton Multicolor,Pet Supplies,Dogs ,299.0
2006,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: YOUHAVEDEAL Toys for Puppies & Small Dogs Toys Spike Squeaky Ball Toy Rope Ball Toy Rope 2 Knot Gums Cleaner Rope Toy Tug of War Dog Toy Rubber Chew Bone Toy Handle Ball Rope Toy Cotton, Rubber Ball, Bone, Chew Toy, Rubber Toy, Training Aid For Dog",Pet Supplies,Dogs ,299.0
2006,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,keyword_drop,"Puppies Dogs Toys Spike Ball Toy Rope 2 Knot Cleaner Toy Dog Toy Chew Bone Toy Ball Rope Toy Cotton, Ball, Bone, Aid Dog",Pet Supplies,Dogs ,299.0
2006,https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,title_clean,"YOUHAVEDEAL Toys for Puppies & Small Dogs Toys Spike Squeaky Ball Toy Rope Ball Toy Rope 2 Knot Gums Cleaner Rope Toy Tug of War Dog Toy Rubber Chew Bone Toy Handle Ball Rope Toy Cotton, Rubber Ball, Bone, Chew Toy, Rubber Toy, Training Aid For Dog",Pet Supplies,Dogs ,299.0
2007,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,description_snippet,BODY BUILDING Good Quality Dog Belt of Red Black Ghungroo Collar with Red Lead Specially for medium breed Dog Collar & Leash,Pet Supplies,Dogs ,157.0
2007,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,price_context,budget BODY BUILDING Good Quality Dog Belt under ₹157,Pet Supplies,Dogs ,157.0
2007,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,highlights_fusion,BODY BUILDING Good Quality Dog Collar & Leash Pet Type: Dog Material: Nylon Color: Red Everyday Harness Type: Standard,Pet Supplies,Dogs ,157.0
2007,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,category_prefix,Pet Supplies > Dogs: BODY BUILDING Good Quality Dog Belt of Red Black Ghungroo Collar with Red Lead Specially for medium breed Dog Collar & Leash,Pet Supplies,Dogs ,157.0
2007,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,keyword_drop,BUILDING Good Dog Belt Red Black Collar Lead Specially medium breed Dog Collar & Leash,Pet Supplies,Dogs ,157.0
2007,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,attribute_reorder,BODY BUILDING Good Quality Dog Belt of Black Red Ghungroo Collar with Red Lead Specially for medium breed Dog Collar & Leash,Pet Supplies,Dogs ,157.0
2008,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,description_snippet,"Featuring many nutrients, such as Omega 6, Zinc, Calcium, Phosphorous and dietary fibres essential for your dog’s proper growth, the Pedigree Adult Meat and Rice",Pet Supplies,Dogs ,638.0
2008,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,price_context,mid-range PEDIGREE Adult Meat Rice Dry Adult under ₹638,Pet Supplies,Dogs ,638.0
2008,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,highlights_fusion,PEDIGREE Adult Meat Rice Dry Meat Dry Suitable For: Adult Shelf Life: 12 Months,Pet Supplies,Dogs ,638.0
2008,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Adult Meat, Rice 3 kg Dry Adult Dog Food",Pet Supplies,Dogs ,638.0
2008,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,keyword_drop,PEDIGREE 3 Dry Adult Dog Food,Pet Supplies,Dogs ,638.0
2008,https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,title_clean,"PEDIGREE Adult Meat, Rice 3 kg Dry Adult Dog Food",Pet Supplies,Dogs ,638.0
2009,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/9/c/s/-original-imagkgg4bzyyfvgt.jpeg?q=70,description_snippet,PEDIGREE Gravy Chicken 2.1 kg (30x0.07 kg) Wet Young Dog Food,Pet Supplies,Dogs ,1020.0
2009,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/9/c/s/-original-imagkgg4bzyyfvgt.jpeg?q=70,price_context,mid-range PEDIGREE Gravy Chicken 30x0 Wet Young under ₹1020,Pet Supplies,Dogs ,1020.0
2009,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/9/c/s/-original-imagkgg4bzyyfvgt.jpeg?q=70,highlights_fusion,PEDIGREE Gravy Chicken 30x0 Wet Chicken Food Type: Wet Suitable For: Young Shelf Life: 24 Months Pack of: 30,Pet Supplies,Dogs ,1020.0
2009,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/9/c/s/-original-imagkgg4bzyyfvgt.jpeg?q=70,category_prefix,Pet Supplies > Dogs: PEDIGREE Gravy Chicken 2.1 kg (30x0.07 kg) Wet Young Dog Food,Pet Supplies,Dogs ,1020.0
2009,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/9/c/s/-original-imagkgg4bzyyfvgt.jpeg?q=70,keyword_drop,Gravy (30x0.07 Wet Dog Food,Pet Supplies,Dogs ,1020.0
2010,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,description_snippet,"With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination",Pet Supplies,Dogs ,1319.0
2010,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,price_context,mid-range PEDIGREE Puppy Milk Chicken Dry New under ₹1319,Pet Supplies,Dogs ,1319.0
2010,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,highlights_fusion,PEDIGREE Puppy Milk Chicken Dry Milk Dry Suitable For: New Born Shelf Life: 12 Months,Pet Supplies,Dogs ,1319.0
2010,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Puppy Milk, Chicken 6 kg Dry New Born Dog Food",Pet Supplies,Dogs ,1319.0
2010,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,keyword_drop,"PEDIGREE Puppy Milk, Chicken 6 kg Dry Born Dog Food",Pet Supplies,Dogs ,1319.0
2010,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,title_clean,"PEDIGREE Puppy Milk, Chicken 6 kg Dry New Born Dog Food",Pet Supplies,Dogs ,1319.0
2011,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/q/f/b/-original-imagkgg4cpnae8hc.jpeg?q=70,description_snippet,"PEDIGREE Gravy Chicken, Liver 2.1 kg (30x0.07 kg) Wet Adult Dog Food",Pet Supplies,Dogs ,1020.0
2011,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/q/f/b/-original-imagkgg4cpnae8hc.jpeg?q=70,price_context,mid-range PEDIGREE Gravy Chicken Liver 30x0 Wet under ₹1020,Pet Supplies,Dogs ,1020.0
2011,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/q/f/b/-original-imagkgg4cpnae8hc.jpeg?q=70,highlights_fusion,PEDIGREE Gravy Chicken Liver 30x0 Chicken Wet Suitable For: Adult Shelf Life: 24 Months Pack of: 30,Pet Supplies,Dogs ,1020.0
2011,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/q/f/b/-original-imagkgg4cpnae8hc.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Gravy Chicken, Liver 2.1 kg (30x0.07 kg) Wet Adult Dog Food",Pet Supplies,Dogs ,1020.0
2011,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/q/f/b/-original-imagkgg4cpnae8hc.jpeg?q=70,keyword_drop,"PEDIGREE Chicken, 2.1 kg kg) Wet Adult Dog",Pet Supplies,Dogs ,1020.0
2012,https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,description_snippet,"Loaded with many essential nutrients, minerals, antioxidants and vitamins, the Pedigree Adult Meat and Rice dog food is both wholesome and delectable. It aids in",Pet Supplies,Dogs ,1887.0
2012,https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,price_context,mid-range PEDIGREE Adult Meat Rice Dry Adult under ₹1887,Pet Supplies,Dogs ,1887.0
2012,https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,highlights_fusion,PEDIGREE Adult Meat Rice Dry Meat Dry Suitable For: Adult Shelf Life: 12 Months,Pet Supplies,Dogs ,1887.0
2012,https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Adult Meat, Rice 10 kg Dry Adult Dog Food",Pet Supplies,Dogs ,1887.0
2012,https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,keyword_drop,"PEDIGREE Meat, Rice 10 Food",Pet Supplies,Dogs ,1887.0
2012,https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,title_clean,"PEDIGREE Adult Meat, Rice 10 kg Dry Adult Dog Food",Pet Supplies,Dogs ,1887.0
2013,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,description_snippet,"With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination",Pet Supplies,Dogs ,302.0
2013,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,price_context,affordable PEDIGREE Puppy Milk Chicken Dry New under ₹302,Pet Supplies,Dogs ,302.0
2013,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,highlights_fusion,PEDIGREE Puppy Milk Chicken Dry Milk Dry Suitable For: New Born Shelf Life: 12 Months,Pet Supplies,Dogs ,302.0
2013,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Puppy Milk, Chicken 1.2 kg Dry New Born Dog Food",Pet Supplies,Dogs ,302.0
2013,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,keyword_drop,PEDIGREE Puppy Chicken New Born Dog Food,Pet Supplies,Dogs ,302.0
2013,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,title_clean,"PEDIGREE Puppy Milk, Chicken 1.2 kg Dry New Born Dog Food",Pet Supplies,Dogs ,302.0
2014,https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,description_snippet,"The Pedigree Adult Chicken and Vegetables dry dog food is loaded with many vitamins, minerals and antioxidants that are essential for your pet’s proper growth.",Pet Supplies,Dogs ,1887.0
2014,https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,price_context,mid-range PEDIGREE Adult Chicken Vegetable Dry Adult under ₹1887,Pet Supplies,Dogs ,1887.0
2014,https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,highlights_fusion,PEDIGREE Adult Chicken Vegetable Dry Chicken Dry Suitable For: Adult Shelf Life: 12 Months,Pet Supplies,Dogs ,1887.0
2014,https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Adult Chicken, Vegetable 10 kg Dry Adult Dog Food",Pet Supplies,Dogs ,1887.0
2014,https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,keyword_drop,"PEDIGREE Chicken, 10 Dry Adult Dog Food",Pet Supplies,Dogs ,1887.0
2014,https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,title_clean,"PEDIGREE Adult Chicken, Vegetable 10 kg Dry Adult Dog Food",Pet Supplies,Dogs ,1887.0
2015,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,description_snippet,Drools 100% Vegetarian Adult Dry Dog Food is a unique formula consisting of ingredients from plants along with essential nutrients that provide a complete and,Pet Supplies,Dogs ,660.0
2015,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,price_context,mid-range Drools 100 Percent Vegetable Dry Adult under ₹660,Pet Supplies,Dogs ,660.0
2015,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,highlights_fusion,Drools 100 Percent Vegetable Dry Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,Pet Supplies,Dogs ,660.0
2015,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,category_prefix,Pet Supplies > Dogs: Drools 100 Percent Vegetable 4.2 kg Dry Adult Dog Food,Pet Supplies,Dogs ,660.0
2015,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,keyword_drop,Drools 100 Percent Vegetable 4.2 kg Dry Adult Food,Pet Supplies,Dogs ,660.0
2015,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,title_clean,Drools 100 Percent Vegetable 4.2 kg Dry Adult Dog Food,Pet Supplies,Dogs ,660.0
2016,https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,description_snippet,"With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination",Pet Supplies,Dogs ,1963.0
2016,https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,price_context,mid-range PEDIGREE Puppy Milk Chicken Dry New under ₹1963,Pet Supplies,Dogs ,1963.0
2016,https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,highlights_fusion,PEDIGREE Puppy Milk Chicken Dry Milk Dry Suitable For: New Born Shelf Life: 12 Months,Pet Supplies,Dogs ,1963.0
2016,https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,category_prefix,"Pet Supplies > Dogs: PEDIGREE Puppy Milk, Chicken 10 kg Dry New Born Dog Food",Pet Supplies,Dogs ,1963.0
2016,https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,keyword_drop,"PEDIGREE Puppy Milk, Chicken 10 kg Dry New Born Dog",Pet Supplies,Dogs ,1963.0
2016,https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,title_clean,"PEDIGREE Puppy Milk, Chicken 10 kg Dry New Born Dog Food",Pet Supplies,Dogs ,1963.0
2017,https://rukminim1.flixcart.com/image/612/612/kp78e4w0/pet-food/b/s/l/20-dog-8906002481385-pedigree-original-imag3hmeshxuqv3a.jpeg?q=70,description_snippet,"PEDIGREE Meat, Rice 20 kg Dry Adult Dog Food",Pet Supplies,Dogs ,3442.0
