category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights,image_links,h_index
Electronics,Laptops,Gaming Laptops,"DELL Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)",4.5,"₹78,890","₹1,02,522",TheBrandPartner,4.4,"Loaded with a plethora of top gaming features, the Dell G15-5515 Gaming Laptop is a must-have for gaming enthusiasts. It is equipped with an AMD Ryzen 5000 H-Series Mobile processor, offering exceptional performance for both gaming and content streaming. In addition, this laptop's thermal mechanisms dissipate heat as it is drawn via the top and bottom of the keyboard and released through up to four large exhaust vents using copper piping. Furthermore, this laptop's smart thermal design gives your system more thermal headroom, so it can produce enough power while modifying as per the changing system loads.",15.6 inch Full HD IPS Narrow 120Hz 250 nits 45% Light Laptop without Optical Disk Drive Preloaded with MS Office,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70,2631
Electronics,Laptops,Gaming Laptops,"DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)",4.4,"₹69,000","₹75,826",,,,15.6 inch Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display Light Laptop without Optical Disk Drive Preloaded with MS Office,https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/h/u/z/-original-imagfzmncb5nfzhw.jpeg?q=70,2632
Electronics,Laptops,Gaming Laptops,"DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)",3.9,"₹85,000","₹1,12,802",PETILANTE Online,4.8,,15.6 Inch Full HD WVA AG 120Hz 250 nits Narrow Border Light Laptop without Optical Disk Drive Preloaded with MS Office,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,2633
Electronics,Laptops,Gaming Laptops,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.65 kg, With MS Office)",4.2,"₹73,990","₹89,900",TheBrandPartner,4.4,,15.6 inch Full HD 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display Light Laptop without Optical Disk Drive Preloaded with MS Office,https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/h/u/z/-original-imagfzmncb5nfzhw.jpeg?q=70,2634
Electronics,Desktop PCs,Desktop PCs,APPLE All-in-One Core i5 (6th Gen) (8 GB DDR3/2 TB/Mac OS X Lion/2 GB/27 Inch Screen/MK482HN/A)  (Silver),4.4,"₹1,80,990","₹1,88,900",OmniTechRetail,4.4,,Mac OS X Lion Intel Core i5 (6th Gen) HDD Capacity 2 TB RAM 8 GB DDR3 27 inch Display,https://rukminim1.flixcart.com/image/312/312/allinone-desktop/m/x/g/apple-imac-original-imaejxpjgm4xrtym.jpeg?q=70,2635
Electronics,Desktop PCs,Desktop PCs,APPLE ALL IN ONE Core i5 (5th Gen) (8 GB DDR3/1 TB/Mac OS X Lion/1 GB/21.5 Inch Screen/MK442HN/A)  (Silver),4.4,"₹1,07,900",,OmniTechRetail,4.4,,Mac OS X Lion Intel Core i5 (5th Gen) HDD Capacity 1 TB RAM 8 GB DDR3 21.5 inch Display,https://rukminim1.flixcart.com/image/312/312/allinone-desktop/9/r/n/apple-i-mac-original-imaejgxryyxmghes.jpeg?q=70,2636
Electronics,Desktop PCs,Desktop PCs,"APPLE New Series Core i5 (8 GB DDR3/1 TB/Mac OS X Mavericks/512 MB/21.5 Inch Screen/MK452HN/A)  (Silver, 45 cm x 52.8 cm x 17.5 cm, 5.68 kg)",3.9,"₹1,15,000",,OmniTechRetail,4.4,"iMac 21.5 -inch 4K Retina, Core i5 3.1GHz/8GB/1TB/Intel Iris Pro 6200",Mac OS X Mavericks Intel Core i5 HDD Capacity 1 TB RAM 8 GB DDR3 21.5 inch Display,https://rukminim1.flixcart.com/image/312/312/allinone-desktop/d/n/q/apple-imac-21-5-inch-4k-retina-core-i5-3-1ghz-8gb-1tb-intel-iris-original-imaeh5h77usrhhmg.jpeg?q=70,2637
Electronics,Desktop PCs,Desktop PCs,"APPLE iMac Core i5 (7th Gen) (8 GB DDR4/1 TB/Mac OS X Sierra/8 GB/27 Inch Screen/MNED2HN/A)  (White, 516 mm x 650 mm x 203 mm, 9.44 kg)",4.4,"₹1,89,990","₹1,90,400",OmniTechRetail,4.4,,Mac OS X Sierra Intel Core i5 (7th Gen) HDD Capacity 1 TB RAM 8 GB DDR4 27 inch Display,https://rukminim1.flixcart.com/image/312/312/j4n1x8w0/allinone-desktop/z/e/u/apple-mned2hn-a-original-imaevdwvynk7vmdc.jpeg?q=70,2638
Electronics,Desktop PCs,Desktop PCs,"APPLE iMac Core i5 (5th Gen) (8 GB DDR3/1 TB/Mac OS X Sierra/21.5 Inch Screen/MK482HN/A)  (White, 450 mm x 528 mm x 175 mm, 5.68 kg)",4.5,"₹91,490","₹91,900",OmniTechRetail,4.4,,Mac OS X Sierra Intel Core i5 (5th Gen) HDD Capacity 1 TB RAM 8 GB DDR3 21.5 inch Display,https://rukminim1.flixcart.com/image/312/312/j1pbc7k0/allinone-desktop/p/v/z/apple-mk142hn-a-original-imaet84zf9xrb2bh.jpeg?q=70,2639
Electronics,Desktop PCs,Desktop PCs,"ASUS Core i5 (8 GB DDR4/1 TB/Windows 10 Home/21.5 Inch Screen/V222UAK-BA082T)  (Black, 387 mm x 489 mm x 51 mm, 4.8 kg)",3.9,"₹52,671",,CORSECA,4.9,,Windows 10 Home Intel Core i5 HDD Capacity 1 TB RAM 8 GB DDR4 21.5 inch Display,https://rukminim1.flixcart.com/image/312/312/jq4353k0/allinone-desktop/r/g/j/asus-v222uak-ba082t-original-imafc75sgsexuymk.jpeg?q=70,2640
Electronics,Desktop PCs,Desktop PCs,APPLE M1 Chip (8 GB RAM/integrated 8-core GPU Graphics/512 GB SSD Capacity/Mac OS Big Sur) Microtower  (Mac Mini (MGNT3HN/A)),4.7,"₹82,990","₹84,900",TREASURE HAUL ONLINE,4.8,,Processor Type: Apple 3.6 GHz integrated 8-core GPU Graphics Octa Core Microtower 8 GB DDR4 RAM Hard Disk Capacity: 0 TB SSD Capacity: 512 GB,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/cpu/g/5/m/mgnr3hn-a-apple-original-imafxexfwzgxgdfx.jpeg?q=70,2641
Electronics,Desktop PCs,Desktop PCs,Electrobot Core 2 Duo (4 GB RAM/Intel Onboard Graphics Graphics/160 GB Hard Disk/Windows 7 Ultimate) Mid Tower  (C2DDOS),3.5,"₹4,999","₹11,200",ElectroBot,4.6,,Processor Type: Intel 2.93 GHz NA GB Intel Onboard Graphics Graphics Dual Core Mid Tower 4 GB DDR2 RAM Hard Disk Capacity: 160 GB,https://rukminim1.flixcart.com/image/312/312/jhavdzk0/cpu/q/4/e/tower-pc-assembled-computer-comes-with-intel-core-2-duo-4gb-ddr2-original-imaf5cmfh3hprbse.jpeg?q=70,2642
Electronics,Desktop PCs,Desktop PCs,ENTWINO Intel i7 2600 (16 GB RAM/Intel Onboard Graphics/500 GB Hard Disk/120 GB SSD Capacity/Windows 10 Home (64-bit)/1 GB Graphics Memory) Mid Tower  (ENT-PC_i7-2600_16_500GB_120),3.5,"₹15,999","₹49,999",Smart Link International,4.8,"This Computer is Assemebled Computer build with as per available Cabinet, power supply, Keyboard Mouse and other Accessories. The PC comes with Trail Window 10 and Microsoft Office. There is no DVD writer in this PC. You can use this pc for Office, Online Study, Programming or Gamming purpose (Note before buying please read warranty policy carefully)",Processor Type: Intel 3.2 GHz 1 GB Intel Onboard Graphics Quad Core Mid Tower 16 GB DDR3 RAM Hard Disk Capacity: 500 GB SSD Capacity: 120 GB,https://rukminim1.flixcart.com/image/312/312/xif0q/cpu/m/t/4/3-2-ent-pc-i7-2600-8-5gb-120-500-entwino-original-imaggdfnbagpgy8s.jpeg?q=70,2643
Electronics,Desktop PCs,Desktop PCs,Enter i5-650 (8 GB RAM/Intel® HD Graphics for Previous Generation Intel® Processors Graphics/500 GB Hard Disk/128 GB SSD Capacity/Windows 10 (64-bit)) Gaming Tower with MS Office  (TANGSUNG2),3.6,"₹12,900","₹26,999",SS power TECH,3.6,"Enter assemble pc H-55 motherbord,128gb ssd,500gb hard disk, Intel® HD Graphics for Previous Generation Intel® Processors, rgb light Fan and strip",Processor Type: Intel 3.2 GHz Intel® HD Graphics for Previous Generation Intel® Processors Graphics Dual Core Gaming Tower 8 GB DDR3 RAM Hard Disk Capacity: 500 GB SSD Capacity: 128 GB,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/cpu/p/r/e/3-2-assemble-pc-500-s-s-enterprises-original-imag9g3fqnzzjqmm.jpeg?q=70,2644
Electronics,Desktop PCs,Desktop PCs,Wintech i3-3220 (8 GB RAM/Integrated Graphics/500 GB Hard Disk/Windows 10 Pro (64-bit)/Integrated GB Graphics Memory) Mid Tower  (Compact-i38),4.0,"₹9,999","₹31,999",HSCOMPUTER,4.9,,Processor Type: Intel 3.1 GHz Integrated GB Integrated Graphics Mid Tower 8 GB DDR3 RAM Hard Disk Capacity: 500 GB,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/cpu/b/r/o/3-1-basici3-500-wintech-original-imagfd4wnbwu55wg.jpeg?q=70,2645
Electronics,Desktop PCs,Desktop PCs,Electrobot Intel Core i3-550 (4 GB RAM/Integrated Graphics/500 GB Hard Disk/Windows 7 Ultimate) Mid Tower  (EB-H55-i3-550-4GB-500GB),3.6,"₹7,099","₹12,750",ElectroBot,4.6,"The perfect combo to price, Electrobot H55 with Intel Core i3 CPU will deliver the descent performance ratio. What sets us apart from others are the components that we use. Each and every product being assembled are checked and will have a better performance than other competing custom PC. Specification:- Processor:- Intel Core i3-550, Cores: 2, Threads: 4, Processor Base Frequency: 3.20GHz, Cache: 4 MB Smart Cache >>>>>> Chipset:- Intel H55 Chipset >>>>>> Memory:- 4GB DDR3 RAM>>>>>> Operating System:- Window 7 Ultimate ( Trial Version)>>>>>> Power Supply:- 230 Watt m >>>>>> HDD:- 500GB >>>>>>In Box:- 1 x Tower PC, 1 x Power Cord, 1 >>>>>> Warranty: 1 Year warranty on all parts and support on hardware",Processor Type: Intel 3.2 GHz NA GB Integrated Graphics Dual Core Mid Tower 4 GB DDR3 RAM Hard Disk Capacity: 500 GB,https://rukminim1.flixcart.com/image/312/312/kzsqykw0/cpu/s/e/g/3-20-eb-h55-i3-550-4gb-500gb-500-electrobot-original-imagbqehyrbbyhaj.jpeg?q=70,2646
Electronics,Desktop PCs,Desktop PCs,"HP Slim Desktop S01-aF0786in - Windows 10, AMD, Ryzen 3 3250U, 4 GB DDR4, 1000 GB Hard Disk Mini PC  (Black)",3.4,"₹30,800","₹31,462",TCCSONLINE,3.4,,Windows 10 2.6 GHz Speed Cache Memory 4 MB RAM: 4 GB Wireless Network Connectivity HDMI Port,https://rukminim1.flixcart.com/image/312/312/xif0q/mini-pc/k/m/s/slim-desktop-s01-af0786in-hp-1000-original-imaggpk8degdhwqp.jpeg?q=70,2647
Electronics,Desktop PCs,Desktop PCs,"Kanini Intel Dual Core 512 GB SSD Desktop PC - Windows 10, Intel G41 Chipset Family, Intel Dual Core CPU, 4 GB DDR3, 512 GB SSD Mini PC  (Black)",3.6,"₹11,975","₹35,000",Kanini,3.6,Intel HD Graphics Engine,Windows 10 3 GHz Speed Cache Memory 6 MB Internal Storage: 512 GB|RAM: 4 GB Wireless Network Connectivity,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/mini-pc/f/t/h/intel-dual-core-512-gb-ssd-desktop-pc-kanini-512-original-imagg5e3yq4hegrh.jpeg?q=70,2648
Electronics,Desktop PCs,Desktop PCs,"Kanini Dual Core PC with 256GB SSD + 1TB Hard Disk - Windows 10, Intel G41 Chipset Family, Intel Dual Core, 4 GB DDR3, 1250 GB 250GB SSD + 1TB Hard Disk Mini PC  (Black)",3.6,"₹13,975","₹35,000",Kanini,3.6,Intel HD Graphics Family,Windows 10 3 GHz Speed Cache Memory 6 MB RAM: 4 GB Wireless Network Connectivity,https://rukminim1.flixcart.com/image/312/312/l5ld8y80/mini-pc/w/a/e/intel-dual-core-pc-with-256gb-ssd-1tb-hard-disk-kanini-1250-original-imagg89dhrv7w7n6.jpeg?q=70,2649
Electronics,Desktop PCs,Desktop PCs,"V88R Mini PC with DDR3 4 GB RAM 32 GB ROM, Android 10.0, Bluetooth,Dual WiFi 2.4G/5G - Android v4.4 (KitKat), INTEL, H616 PROCESSOR, 4 GB DDR3, 32 GB SATA Mini PC  (Blue)",4.1,"₹4,199","₹6,999",V88R,4.1,,Android v4.4 (KitKat) 2.4 GHz Speed Cache Memory 32 MB Internal Storage: 32 GB|RAM: 4 GB Wireless Network Connectivity HDMI Port,https://rukminim1.flixcart.com/image/312/312/l58iaa80/selector-box/q/q/d/t-95-tv-box-ausha-original-imagfy8gry3x5rvh.jpeg?q=70,2650
Electronics,Desktop PCs,Desktop PCs,"THEFNX 4K Mini PC 2GB Ram 16 GB ROM with Android 10, Dual WiFi 2.4/5 GhZ H2.65 Decoding - Android v4.4 (KitKat), INTEL, H616 PROCESSOR, 4 GB DDR3, 32 GB NA Mini PC  (Black)",3.1,"₹2,849","₹3,999",TheFnX,3.1,,Android v4.4 (KitKat) 2.4 GHz Speed Cache Memory 32 MB Internal Storage: 32 GB|RAM: 4 GB Wireless Network Connectivity HDMI Port,https://rukminim1.flixcart.com/image/312/312/ka8jdzk0/selector-box/z/x/d/rampotox-mxq-pro-4k-android-tv-box-with-2gb-ram-16gb-rom-64bit-original-imafruyp69uvewx8.jpeg?q=70,2651
Electronics,Desktop PCs,Desktop PCs,"green vdi Green VDI 300 Ultra Thin Client - Linux, ARM, A20, 1 GB DDR3 2GB RAM, 8 GB Flash Memory Mini PC  (Black)",3.2,"₹8,000","₹9,000",GreenGateInfotechPvtLt,3.2,,Linux 1.2 GHz Speed Cache Memory 0 MB Internal Storage: 8 GB|RAM: 1 GB Wireless Network Connectivity HDMI Port,https://rukminim1.flixcart.com/image/312/312/kubk70w0/mini-pc/k/c/n/green-vdi-300-ultra-thin-client-green-vdi-8-original-imag7gsew4bzzjex.jpeg?q=70,2652
Electronics,Desktop PCs,Desktop PCs,Assembled Intel Core 2 Duo (4 GB DDR3/500 GB/Windows 7 Ultimate/512 MB/15.6 Inch Screen/C2D/500/4GB)  (Multicolor),3.1,"₹10,045","₹29,990",AUSolution,3.7,"This Computer is Assemebled Computer build with as per available Cabinet, power supply, LED Monitor, Keyboard Mouse and other Accessories. The PC comes with Trail Window 10 and Microsoft Office. There is no DVD writer in this PC. You can use this pc for Office, Online Study, Programming or Gamming purpose (Note before buying please read warranty policy carefully)",Windows 7 Ultimate Intel Core 2 Duo HDD Capacity 500 GB RAM 4 GB DDR3 15.6 inch Display,https://rukminim1.flixcart.com/image/312/312/kjom6q80-0/allinone-desktop/a/0/d/c2d-500-4gb-assembled-original-imafz7g8rzedcfwz.jpeg?q=70,2653
Electronics,Desktop PCs,Desktop PCs,Assembled Intel Core 2 Duo (4 GB DDR2/320 GB/Windows 7 Ultimate/0.512 GB Intel Shared Memory/15.1 Inch Screen/ASZC2D4GB320GB)  (Black),3.1,"₹10,299","₹15,999",RRStarEnterprises,4.3,WINDOWS ARE TRIAL VERSION ( Have To Contact Local Engineer For Installation ),Windows 7 Ultimate Intel Core 2 Duo HDD Capacity 320 GB RAM 4 GB DDR2 15.1 inch Display,https://rukminim1.flixcart.com/image/312/312/kklhbbk0/desktop-computer/p/y/p/afm-core2duo-after-market-original-imafzww4pb75gahb.jpeg?q=70,2654
Electronics,Desktop PCs,Desktop PCs,"ASUS Ryzen 3 Dual Core (4 GB DDR4/1 TB/Windows 10 Home/23.8 Inch Screen/M241DAK-WA150T)  (White, 409 mm x 540 mm x 165 mm, 5.4 kg)",3.8,"₹36,990","₹44,990",OmniTechRetail,4.4,"The Asus Vivo AiO M241 all-in-one PC features a NanoEdge display with thin bezels so that you can experience the joy of edge-to-edge viewing and a large screen-to-body ratio. Its elegant and simple integrated stand is crafted from aluminium to ensure stability and also bring about an elegant appeal. And, this all-in-one PC is equipped with array microphones to ensure that background noise is craftily filtered out to help you capture your voice in great clarity. ",Windows 10 Home AMD Ryzen 3 Dual Core HDD Capacity 1 TB RAM 4 GB DDR4 23.8 inch Display,https://rukminim1.flixcart.com/image/312/312/kg15ocw0/allinone-desktop/p/h/r/asus-m241dak-wa150t-original-imafwd7mxjwhe6kg.jpeg?q=70,2655
Electronics,Desktop PCs,Desktop PCs,Assembled Intel Core i3 (4 GB DDR3/500 GB/Windows 10 Pro/15.1 Inch Screen/ASZI35004GB)  (Black),2.9,"₹12,089","₹19,999",TRonlineshoppe,4.3,"This Computer is Assemebled Computer build with as per available Cabinet and power supply. The PC comes with Trail Window 10 or  Trail  Windows 7 and Microsoft Office. There is no DVD writer in this PC. You can use this pc for Office, Online Study, Programming or Gamming purpose (Note before buying please read warranty policy carefully)",Windows 10 Pro Intel Core i3 HDD Capacity 500 GB RAM 4 GB DDR3 15.1 inch Display,https://rukminim1.flixcart.com/image/312/312/k2urhjk0/allinone-desktop/d/v/c/assembled-aszi35004gb-original-imafm3vqsyku9ken.jpeg?q=70,2656
