category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights,image_links,h_index
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Adult Chicken, Vegetable 20 kg Dry Adult Dog Food",4.5,"₹3,442","₹4,050",MYTHANGLORYRetail,4.9,"PEDIGREE complete and balanced dog food for adult dogs is a wholesome meal packed with essential nutrients vital to the healthy growth of your pet. PEDIGREE, with the goodness of cereals, meat, chicken, and the nutrients blend into a tasty and healthy treat for your furry friend.
With PEDIGREE, you are sure to see the 5 Signs of Good Health in your pet upon feeding him 2 bowls (per the given feeding guidelines) a day for just 6 weeks. These signs include proven Healthier and Shinier Coat; Strong Bones and Teeth (from Ca:P ratio & levels); Digestive Health (from Dietary Fibre); Strong Muscles (from Protein); and Improved Natural Defence (from Vitamins (Vit E) and Minerals)
At PEDIGREE recipes are developed based on research from the Waltham Centre for Pet Nutrition. Every product from PEDIGREE surpasses the requirements laid down by NRC 2006 of the U.S. National Academy of Science. Country of Origin - India","For Dog Flavor: Chicken, Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/v/q/n/-original-imagdnauxgd8jzvp.jpeg?q=70,2001
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE High Protein Variant Rice, Egg, Chicken 3 kg Dry Adult Dog Food",4.5,₹755,₹830,MYTHANGLORYRetail,4.9,"Pamper and nourish your dog at the same with this packet of delicious dog food from Pedigree.A Good Source of Omega 6It contains linoleic acid (Omega 6) and zinc to ensure that your canine friend’s fur is healthy and shiny. It also contains superior-grade digestible animal protein that aids in strengthening your dog’s muscles. Contains FibresThis packet of dog food is rich in fibres that help facilitate bowel movement. Rich in Calcium It contains an optimum amount of calcium, and it has an ideal Ca:P ratio so that your dog has healthy bones and teeth. Additionally, the contents of this packet of dog food are easy to chew. Good for Immunity  The goodness of natural Taurine, vitamin E and other antioxidants strengthen your dog’s immune system. ","For Dog Flavor: Rice, Egg, Chicken Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l3xcr680/pet-food/1/d/r/-original-imagexzusmz2gnr7.jpeg?q=70,2002
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Adult Meat, Rice 1.2 kg Dry Adult Dog Food",4.5,₹288,₹310,MYTHANGLORYRetail,4.9," 	Loaded with many essential nutrients, minerals, antioxidants and vitamins, the Pedigree Adult Meat and Rice dog food is both wholesome and delectable. It aids in the proper growth of your beloved canine, and keeps him healthy, both inside and outside. This dry dog food works as a balanced diet, and is good for your pet’s teeth, fur, bones, digestive tract, muscles and immunity.","For Dog Flavor: Meat, Rice Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/b/a/i/-original-imagjmgm79hsyzfq.jpeg?q=70,2003
Home and Furniture,Pet Supplies,Dogs ,Active (Buy 1 Get 1 Free) Adult Chicken and Vegetables Vegetable 6 kg (2x3 kg) Dry Adult Dog Food,4.3,₹781,₹789,MYTHANGLORYRetail,4.9,"Active Adult Dry Dog Food is a complete and balanced nutrient-rich food, which enhances the physical performance of your pet. It is enriched with essential ingredients along with vitamins and minerals keeping your pet active and agile. Our each ingredient undergoes a thorough selection process in which quality, safety and nutritional values are checked.",For Dog Flavor: Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 24 Months Pack of: 2,https://rukminim1.flixcart.com/image/612/612/ku79vgw0/pet-food/c/x/e/dog-932152-active-original-imag7dhyz5srt64f.jpeg?q=70,2004
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Puppy Milk, Chicken 3 kg Dry New Born Dog Food",4.4,₹646,₹760,MYTHANGLORYRetail,4.9," 	With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination of chicken and milk. With Pedigree for puppies, your little monster will not only get a healthy and shiny coat, but his/her digestive system, teeth, and bones will also get stronger.","For Dog Flavor: Milk, Chicken Food Type: Dry Suitable For: New Born Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/s/j/d/-original-imagdnapja4hgytt.jpeg?q=70,2005
Home and Furniture,Pet Supplies,Dogs ,"YOUHAVEDEAL Toys for Puppies & Small Dogs Toys Spike Squeaky Ball Toy | Rope Ball Toy | Rope 2 Knot Gums Cleaner Rope Toy | Tug of War Dog Toy | Rubber Chew Bone | Toy Handle Ball Rope Toy (Pack of 6) Cotton, Rubber Ball, Bone, Chew Toy, Rubber Toy, Training Aid For Dog",4.3,₹299,₹699,YOUHAVEDEAL,5.0,"Are you looking for a new high-quality rope dog toys suitable for both indoor & outdoor games with dog? Maybe you want to train your puppy to stop chewing on furniture or shoes? Perhaps you just searching for an easy way to keep your pup's little teeth healthier and cleaner? Finally, you've found the best dog chew toys that will meet all your needs and will help to prevent boredom in your dog HERE ARE A FEW REASONS FOR CHOOSING PETS&GOODS TOY SET FOR DOGS- Ideal size for small and medium dogs - cotton rope dog toy will make your dog more active and happier. Perfect choice for teething puppies that like to chew everything around them. Sturdy and safe material - each dog rope toy is made of multi-colored non-toxic, durable cotton rope. Multiple uses - just imagine, you can use dog rope toys for: ? massaging gums and to cleaning pet's teeth during playtime. ? teaching your puppy to play fetch. ? reducing destructive chewing in your home. ? just to enjoy bonding time with your dog.","Activity Type: Chew, Exercise, Training Pack of: 6 Material: Cotton, Rubber Color: Multicolor",https://rukminim1.flixcart.com/image/612/612/kvzkosw0/pet-toy/z/p/w/yhd172online0871474-youhavedeal-original-imag8rhzqfhyh7ah.jpeg?q=70,2006
Home and Furniture,Pet Supplies,Dogs ,"BODY BUILDING Good Quality Dog Belt Combo of Red Black Ghungroo Collar with Red Lead Specially for medium breed Dog Collar & Leash  (Medium, Red Black)",4.1,₹157,₹399,MYTHANGLORYRetail,4.9,,"Type: Collar & Leash Pet Type: Dog Material: Nylon Color: Red, Black Adjustable Collar Type: Everyday Harness Type: Standard",https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/f/p/w/medium-dog-belt-combo-red-black-ghungroo-dog-collar-with-red-original-imag5m88mggf6qgn.jpeg?q=70,2007
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Adult Meat, Rice 3 kg Dry Adult Dog Food",4.5,₹638,₹725,MYTHANGLORYRetail,4.9," 	Featuring many nutrients, such as Omega 6, Zinc, Calcium, Phosphorous and dietary fibres essential for your dog’s proper growth, the Pedigree Adult Meat and Rice dog food will keep your pet healthy and happy. It is good for your dog’s fur, bones, teeth, digestive tract and muscles. Not only that, it also boosts your canine’s immunity.","For Dog Flavor: Meat, Rice Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/e/p/h/-original-imagdnatmgnbnsrs.jpeg?q=70,2008
Home and Furniture,Pet Supplies,Dogs ,PEDIGREE Gravy Chicken 2.1 kg (30x0.07 kg) Wet Young Dog Food,4.6,"₹1,020","₹1,200",MYTHANGLORYRetail,4.9,,For Dog Flavor: Chicken Food Type: Wet Suitable For: Young Shelf Life: 24 Months Pack of: 30,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/9/c/s/-original-imagkgg4bzyyfvgt.jpeg?q=70,2009
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Puppy Milk, Chicken 6 kg Dry New Born Dog Food",4.5,"₹1,319","₹1,450",MYTHANGLORYRetail,4.9," 	With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination of chicken and milk. With Pedigree for puppies, your little monster will not only get a healthy and shiny coat, but his/her digestive system, teeth, and bones will also get stronger.","For Dog Flavor: Milk, Chicken Food Type: Dry Suitable For: New Born Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/i/x/i/-original-imagjdugtzjbre5f.jpeg?q=70,2010
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Gravy Chicken, Liver 2.1 kg (30x0.07 kg) Wet Adult Dog Food",4.6,"₹1,020","₹1,200",MYTHANGLORYRetail,4.9,,"For Dog Flavor: Chicken, Liver Food Type: Wet Suitable For: Adult Shelf Life: 24 Months Pack of: 30",https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/q/f/b/-original-imagkgg4cpnae8hc.jpeg?q=70,2011
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Adult Meat, Rice 10 kg Dry Adult Dog Food",4.5,"₹1,887","₹2,220",MYTHANGLORYRetail,4.9," 	Loaded with many essential nutrients, minerals, antioxidants and vitamins, the Pedigree Adult Meat and Rice dog food is both wholesome and delectable. It aids in the proper growth of your beloved canine, and keeps him healthy from both inside and outside. This dry dog food acts as a balanced diet, and is good for your pet’s teeth, fur, bones, digestive tract, muscles and immunity.","For Dog Flavor: Meat, Rice Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l0igvww0/shopsy-pet-food/m/v/o/dog-ped10kg-xpo-pedigree-original-imagcae2tpzz3pkf.jpeg?q=70,2012
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Puppy Milk, Chicken 1.2 kg Dry New Born Dog Food",4.5,₹302,₹325,MYTHANGLORYRetail,4.9," 	With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination of chicken and milk. With Pedigree for puppies, your little monster will not only get a healthy and shiny coat, but his/her digestive system, teeth, and bones will also get stronger.","For Dog Flavor: Milk, Chicken Food Type: Dry Suitable For: New Born Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/n/k/-original-imagjh9qerdrhnwh.jpeg?q=70,2013
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Adult Chicken, Vegetable 10 kg Dry Adult Dog Food",4.5,"₹1,887","₹2,220",MYTHANGLORYRetail,4.9," 	The Pedigree Adult Chicken and Vegetables dry dog food is loaded with many vitamins, minerals and antioxidants that are essential for your pet’s proper growth. It acts as a balanced diet to make your dog healthy from both inside and outside. It is good for your canine’s teeth, fur, bones, digestive tract and muscles. It will also boost your pet’s immunity.","For Dog Flavor: Chicken, Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/ko7idu80/pet-food/7/a/r/dog-8906002480449-pedigree-original-imag2pt5hct4qdmc.jpeg?q=70,2014
Home and Furniture,Pet Supplies,Dogs ,Drools 100 Percent Vegetable 4.2 kg Dry Adult Dog Food,4.4,₹660,₹675,KREVINDIA,3.8,"Drools 100% Vegetarian Adult Dry Dog Food is a unique formula consisting of ingredients from plants along with essential nutrients that provide a complete and balanced diet for dog. It combines antioxidants, vitamins and minerals which strengthen joints and keeps digestive system healthy. It also has optimum ratio of omega 6 and 3 fatty acids that helps dog have healthy skin and lustrous coat.",For Dog Flavor: Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/khavrm80/pet-food/g/e/m/4-2-dog-932555-drools-original-imafxchwjvambazy.jpeg?q=70,2015
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Puppy Milk, Chicken 10 kg Dry New Born Dog Food",4.5,"₹1,963","₹2,310",MYTHANGLORYRetail,4.9," 	With Pedigree for puppies, your little fur ball will be running behind you for more as it provides him/her with a healthy and delicious combination of chicken and milk. With Pedigree for puppies, your little monster will not only get a healthy and shiny coat, but his/her digestive system, teeth, and bones will also get stronger.","For Dog Flavor: Milk, Chicken Food Type: Dry Suitable For: New Born Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/jj6130w0/pet-food/3/s/a/10-dog-pd0012-pedigree-original-imaf6tygdggwtjmh.jpeg?q=70,2016
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Meat, Rice 20 kg Dry Adult Dog Food",4.5,"₹3,442","₹4,050",SuperComNet,4.6,,"For Dog Flavor: Meat, Rice Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/kp78e4w0/pet-food/b/s/l/20-dog-8906002481385-pedigree-original-imag3hmeshxuqv3a.jpeg?q=70,2017
Home and Furniture,Pet Supplies,Dogs ,PEDIGREE Gravy Chunks for Puppy Chicken 1.05 kg (15x0.07 kg) Wet Young Dog Food,4.6,₹558,₹600,MYTHANGLORYRetail,4.9," 	Your cute little pup deserves more than simple home cooked food. Serve it this mouth watering and healthy meal of chicken and rice mixed with gravy and watch how it cleans its plate in no time.",For Dog Flavor: Chicken Food Type: Wet Suitable For: Young Shelf Life: 24 Months Pack of: 15,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/a/7/4/-original-imagkggacxmsphuq.jpeg?q=70,2018
Home and Furniture,Pet Supplies,Dogs ,Drools Chunks in gravy for Adult - Chicken Liver and Real Chicken 3.6 kg (24x0.15 kg) Wet Adult Dog Food,4.3,₹714,₹840,MYTHANGLORYRetail,4.9,"Drools Real Chicken and Liver in Gravy offers your dog a fresh and tasty meal that is rich in aroma which boosts the appetite of your pet. This great-tasting dog food contains a high proportion of vitamins to support your dogs health and immune system. While the included minerals help to maintain your dogs dental health. This pack gives your dog a balanced diet with delicious taste. Your pet will love the loaf in gravy, which provides all the nutrients required for a healthy life.",For Dog Flavor: Chicken Food Type: Wet Suitable For: Adult Shelf Life: 24 Months Pack of: 24,https://rukminim1.flixcart.com/image/612/612/ks0onm80/pet-food/0/f/e/dog-932661-drools-original-imag5zbth57qcdrz.jpeg?q=70,2019
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE CHICKEN AND VEGETABLE 3KG Chicken, Vegetable 3 kg Dry Adult Dog Food",4.5,₹638,₹725,MYTHANGLORYRetail,4.9," 	The Pedigree Adult Chicken and Vegetables dry dog food is loaded with many vitamins, minerals and antioxidants that are essential for your pet’s proper growth. It acts as a balanced diet to make your dog healthy from both inside and outside. It is good for your canine’s teeth, fur, bones, digestive tract and muscles. It will also boost your pet’s immunity.","For Dog Flavor: Chicken, Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/r/w/6/-original-imagdna79metufqb.jpeg?q=70,2020
Home and Furniture,Pet Supplies,Dogs ,Drools DROOLS ADULT OPTIMUM PERFORMANCE Chicken 20 kg Dry Adult Dog Food,4.3,"₹2,507","₹2,950",MYTHANGLORYRetail,4.9,Drools optimum performance adult pet food are easily digestible high quality food contains all the essential nutritional elements that provide a complete balanced diet for your dog ensuring that your dog will be kept in top body condition. The food contain highest quality of protein source from chicken. Drools pet food is the result of comprehensive scientific research by veterinarians and nutritionists. The product are manufactured with atmost care in the most modern and largest plant of Asia.,For Dog Flavor: Chicken Food Type: Dry Suitable For: Adult Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/khdqnbk0/pet-food/f/p/t/20-dog-930798-drools-original-imafxeycqghz5mzb.jpeg?q=70,2021
Home and Furniture,Pet Supplies,Dogs ,"SAWAY Saway Dog Healthy Pressed Chew Bone 3 Inch 150gr,Rawhide Chicken Munchy Stick (Yellow) 150gr,Dog Treat Small Brown Buiscuit 150Gr (Pack of 450Gr) Beef, Vegetable, Chicken 0.45 kg Dry Adult, New Born, Senior, Young Dog Food",3.9,₹199,₹499,SAWAY,3.9,"Saway offers a taste that dogs love and is also good for your dog teeth and gums. High quality rawhide chews Bones,Munchy Sticks, Busicuit are long lasting treats that provide hours of fun and entertainment for your Dog. These Rawhide sticks helps reduce tartar which is great for your dog's teeth and gums and make your pet strong and healthy body with a good breed just used once the believe in our products.","For Dog Flavor: Beef, Vegetable, Chicken Food Type: Dry Suitable For: Adult, New Born, Senior, Young Shelf Life: 36 Months",https://rukminim1.flixcart.com/image/612/612/ktop5e80/pet-food/d/1/j/0-45-dog-1-swy-01cb-3i-ym-sb-450gr-saway-original-imag6z5ysrr8a5sg.jpeg?q=70,2022
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE (High Protein Variant)Egg, Rice Chicken 20 kg Dry Adult Dog Food",4.5,"₹3,935","₹4,630",MYTHANGLORYRetail,4.9,"Let your dog enjoy this healthy treat from Pedigree. Packed with flavour and a well-balanced mix of high-protein ingredients, Pedigree Adult Chicken Rice and Eggs will support your dog’s muscle growth, boost its immunity and fuel your dog’s daily energy requirements.  Five Signs of Good Health  It contains a blend of nutrients to promote a healthy digestive system, strong teeth and muscles, healthy skin and coat and strong bones for your canine buddy. ",For Dog Flavor: Chicken Food Type: Dry Suitable For: Adult Shelf Life: 12 Months,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/u/1/w/-original-imagjmgkzfvaetau.jpeg?q=70,2023
Home and Furniture,Pet Supplies,Dogs ,"Chappi Adult Rice, Chicken 20 kg Dry Adult Dog Food",4.4,"₹2,507","₹2,950",MYTHANGLORYRetail,4.9,"Chappi is a complete and balanced nutrition for your Adult dog, especially for dogs that are unable to digest food easily. It has a stable blend of low fat and dietary fibre that promotes healthy digestion.Chappi dog food has been specially designed in a kibble form of food, encouraging chewing action which helps maintain good dental health and a healthy musco-skeletal structure in dogs. By using wholegrain maize and wheat, Chappie ensures maximum nourishment.Moreover, it contains a unique blend of rich digestible protein and polyunsaturated fatty acids, which as a part of a dog�s balanced diet can help satisfy his energy needs throughout the day. Also, the fatty acids make their fur shiny and soft.","For Dog Flavor: Rice, Chicken Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/9/u/1/-original-imagdnabxhcmugza.jpeg?q=70,2024
Home and Furniture,Pet Supplies,Dogs ,"PEDIGONE Dog Belt Combo of Red Dog Collar with Dog Leash Specially for Small Breeds Dog Collar & Leash  (Medium, Red)",4.1,₹170,₹399,DeepPackers,4.8,"Pedigone Presents Dog Belt Combo of Dog Collar with Dog Leash Specially for Medium Breed Under 30kg like Shih Tzu, Pug, Lhasa, Small Labrador, Small German Shepherd, Small Beagle, Indian Spitz, German Spitz, Dachshund, etc.",Type: Collar & Leash Pet Type: Dog Material: Nylon Color: Red Adjustable Collar Type: Everyday Harness Type: Standard,https://rukminim1.flixcart.com/image/612/612/krxtrww0/pet-collar-harness/h/t/v/medium-dog-belt-combo-of-red-dog-collar-with-dog-leash-specially-original-imag5mfpkg4fkgnd.jpeg?q=70,2025
Home and Furniture,Pet Supplies,Dogs ,Royal Canin Giant Puppy 3.5 kg Wet Young Dog Food,4.3,"₹2,354","₹2,770",TBsmart,4.3,"The sheer size of the extra-large dog puts them at a higher risk of bone and joint issues and frequently suffers from digestion problems. During the first 8 months, the growth rate of the Giant puppy is very rapid: he will reach 50% of his adult weight at the age of 5 months old, and by 8 months old his skeleton will be 80-90% of his adult size. The Royal Canin Giant Junior Dry Dog Food, contains digestible proteins and the proper blend of fermentable and non-fermentable fibres that solve indigestion problems.",For Dog Flavor: NA Food Type: Wet Suitable For: Young Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/jt7jhjk0/pet-food/2/g/3/3-5-dog-rc01-royal-canin-original-imafcaff72ahmydr.jpeg?q=70,2026
Home and Furniture,Pet Supplies,Dogs ,"Drools and Egg, Chicken 4.2 kg Dry Adult Dog Food",4.3,₹650,₹699,MYTHANGLORYRetail,4.9,"Made with real chicken, this Drools Dry Dog Food is a palatable meal that offers your pet a host of benefits. They include strong bones, a healthy digestive system, a shiny coat of fur, and healthy skin. The crunchy texture of these kibbles promotes strong teeth and tartar buildup in dogs.The Complete Meal These kibbles contain a balanced ratio of protein and fat which your pet needs in his diet. It is highly palatable and is easily digestible. Contains Real Chicken This pet food contains 100% real chicken meat, to boost your pet’s appetite. Suitable for All Dog Breeds Loaded with nutritional goodness, this chicken and egg dry food is formulated for dogs of all breeds. Storage Instructions It is recommended that you store this food in an air-tight container, away from sunlight. Avoid places which are prone to environment changes or condensation as they encourage mould-growth. Feed as per Weight and Size Typical adult dogs need to be fed twice a day, but certain factors, such as a dog’s breed, age, size, activity, and temperament also come into play. Be sure to keep a bowl of clean, fresh water out for your canine friend. ","For Dog Flavor: Egg, Chicken Food Type: Dry Suitable For: Adult Shelf Life: 24 Months",https://rukminim1.flixcart.com/image/612/612/l0jwbrk0/pet-food/o/1/o/-original-imagcbfeyppb8hfv.jpeg?q=70,2027
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Puppy Milk, Meat 20 kg Dry New Born Dog Food",4.4,"₹3,612","₹4,250",MYTHANGLORYRetail,4.9," 	Treat your puppy with the love and care he/she deserves by feeding him/her nutritious and tasty Pedigree Puppy Meat. Rich in protein and vitamin E, this product helps strengthen your beloved pet’s muscles as well as immune system.","For Dog Flavor: Milk, Meat Food Type: Dry Suitable For: New Born Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/g/e/c/-original-imagjdugurjxznw7.jpeg?q=70,2028
Home and Furniture,Pet Supplies,Dogs ,"PEDIGREE Adult Chicken, Vegetable 6 kg Dry Adult Dog Food",4.5,"₹1,181","₹1,390",MYTHANGLORYRetail,4.9," 	The Pedigree Adult Chicken and Vegetables dry dog food is loaded with many vitamins, minerals and antioxidants that are essential for your pet’s proper growth. It acts as a balanced diet to make your dog healthy from both inside and outside. It is good for your canine’s teeth, fur, bones, digestive tract and muscles. It will also boost your pet’s immunity.","For Dog Flavor: Chicken, Vegetable Food Type: Dry Suitable For: Adult Shelf Life: 12 Months",https://rukminim1.flixcart.com/image/612/612/l29c9e80/pet-food/v/n/t/-original-imagdnasptetnrsv.jpeg?q=70,2029
Home and Furniture,Pet Supplies,Dogs ,PETS EMPIRE Dog & Cat ( Set of 2 ) Round Stainless Steel Pet Bowl  (700 ml Silver),4.4,₹195,₹798,MYTHANGLORYRetail,4.9,,"For Dog, Cat Round Shape Bowl Size: Medium Material: Stainless Steel W x H x D: 20 cm x 15 cm x 13 cm",https://rukminim1.flixcart.com/image/612/612/kelptow0/pet-bowl-bottle/y/g/g/768dcc5m-pets-empire-700-original-imafv8wydktmbpdp.jpeg?q=70,2030
Home and Furniture,Pet Supplies,Dogs ,Royal Canin Labrador Retriever Puppy 3 kg Dry Young Dog Food,4.5,"₹2,235","₹2,630",TBsmart,4.3,"Highly active and energetic Labrador Retriever puppies tend to gulp down their food quickly and are thus more likely to overeat. This dog food is designed specifically to meet the nutritional needs of purebred 8-week-old to 15-month-old Labrador puppies.Right-shaped Kibble This dry kibble from Royal Canin is designed like a donut which makes these large-breed Labrador Retriever puppies chew and eat their food slowly.  Vitamin E This dog food consists of an exclusive complex of antioxidants including Vitamin E, which helps protect a puppy’s developing immune system and natural defenses.  Balanced Nutrition for Puppies  Thanks to the precise mineral content and balanced energy intake, this dog food aids in healthy bone structure growth and weight management.",For Dog Flavor: NA Food Type: Dry Suitable For: Young Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/jc0ttow0-1/pet-food/u/a/p/3-dog-3182550725507-royal-canin-original-imaff7unvbeshqzj.jpeg?q=70,2031
Home and Furniture,Pet Supplies,Dogs ,Medfly Salmon Fish Oil Supplement with Omega 3+6 and Vitamin for Healthy Skin and Coat Pet Health Supplements  (250 ml),4.6,₹470,₹599,MEDFLY Healthcare,4.6,"Omega 3+6 is a concentrated mix of salmon oil, Skin Care aiding vitamins & micro minerals, is a great addition to your pet's diet.
Omega 3+6 play a key role in skin & coat health, decreases allergic intensity & reduces chances of dander & skin scaling.
Additional benefits include enhanced brain development, improved immunity, proper cardiac functioning & joint care.
Highly palatable & adds good taste to your dog's food
Perfect for dogs of all breeds and ages",Shiny Coat Enhanced Appetite Soft Paws Increased Energy,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-health-supplement/e/0/u/250-salmon-fish-oil-supplement-with-omega-3-6-and-vitamin-for-original-imaggghyvbhtm64f.jpeg?q=70,2032
Home and Furniture,Pet Supplies,Dogs ,PEDIGREE Puppy Small Lamb 3 kg Dry Young Dog Food,4.4,₹714,₹840,MYTHANGLORYRetail,4.9,"Small dogs need different food to stay energetic and fit, PEDIGREE complete and balanced dog food for puppy small dogs is a wholesome meal packed with adequate small size bites especially made for small mouths. PEDIGREE dry dog food, with DHA and Calcium, supports brain development and provides your puppy with strong teeth and bones. Puppy small dogs need more nutrients and energy than adults and quality proteins for energy and muscle development which they get from Pedigree. This dog food enriched with milk also contains 23 Vitamins and Minerals to support a healthy metabolism as puppies are more susceptible to diseases, while Vitamin E helps to support their natural defense. With delicious lamb flavor, this dry dog food is just what your little furry friend needs. PEDIGREE recipes are developed based on research from the Waltham Centre for Pet Nutrition. Every product from PEDIGREE surpasses the requirements laid down by NRC 2006 of the U.S. National Academy of Science.
Storage: When you buy Pedigree Dog Food, make sure it is in properly sealed condition. On opening the pack, store it in an air-tight container in a cool and dry place.",For Dog Flavor: Lamb Food Type: Dry Suitable For: Young Shelf Life: 365 Days,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/y/t/g/-original-imagjdug4hesbwyx.jpeg?q=70,2033
Home and Furniture,Pet Supplies,Dogs ,Royal Canin Maxi Starter 4 kg Dry Young Dog Food,4.5,"₹2,907","₹3,420",TBsmart,4.3," 	Take special care of your newly born pups and their mother by feeding them this Royal Canin Maxi Starter dog food. This specially formulated complete food is ideal for two months old maxi breed puppies and their lactating mothers.  Ingredients  	This Maxi Starter food is processed from animal fats, rice, hydrolysed animal proteins, maize, vegetable fibers, poultry protein, fish oil, beet pulp and more. They contain nutrients like vitamins, beta-carotene, manganese, copper antioxidants and zinc which promote their digestive health, skin, coat, and contribute to their overall physical development.",For Dog Flavor: NA Food Type: Dry Suitable For: Young Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/kskotjk0/pet-food/d/j/e/4-dog-1-3182550778770-royal-canin-original-imag63y84yhsu8eg.jpeg?q=70,2034
Home and Furniture,Pet Supplies,Dogs ,Drools Chunks in gravy for Adult - Chicken Liver and Real Chicken 2.25 kg (15x0.15 kg) Wet Adult Dog Food,4.3,₹440,₹500,MYTHANGLORYRetail,4.9,"Drools Real Chicken and Liver in Gravy offers your dog a fresh and tasty meal that is rich in aroma which boosts the appetite of your pet. This great-tasting dog food contains a high proportion of vitamins to support your dogs health and immune system. While the included minerals help to maintain your dogs dental health. This pack gives your dog a balanced diet with delicious taste. Your pet will love the loaf in gravy, which provides all the nutrients required for a healthy life.",For Dog Flavor: Chicken Food Type: Wet Suitable For: Adult Shelf Life: 24 Months Pack of: 15,https://rukminim1.flixcart.com/image/612/612/ks0onm80/pet-food/3/p/3/dog-932723-drools-original-imag5zbsvswphhkh.jpeg?q=70,2035
Home and Furniture,Pet Supplies,Dogs ,"Petrix Munchy Sticks Chicken & Mutton Dog Chew Sticks Combo Pack, Dog healthy snacks Mutton, Chicken Dog Chew  (800 g, Pack of 1)",3.7,₹249,₹398,Petrix,3.7,Munchy Sticks are enriched with naturally gained Rawhide that makes your dog's teeth healthy and improve Stamina. These Sticks are made up with rawhide and contain no harmful chemical. Munchy Stick is a wonderful Natural chew for dog. These munchy sticks are high quality Stick and easy to eat.,Build Stamina. Build Strength. Chew sticks for dogs,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-chew/a/1/j/800-dog-1-combocm800-petrix-original-imagh55bhcaywgkf.jpeg?q=70,2036
Home and Furniture,Pet Supplies,Dogs ,Payton Perry Winter Jacket for Dog  (Black),4.2,₹469,₹999,BSCREATIONSS,4.8,,Back length 22 Inch Waterproof Windproof,https://rukminim1.flixcart.com/image/612/612/kvba7bk0/pet-apparel/x/a/m/m-dog-coat-plain-black-back-length-16-inch-alcazar-original-imag88vhpc7tjgxf.jpeg?q=70,2037
